Index;Tweet;HS;Abusive;HS_Individual;HS_Group;HS_Religion;HS_Race;HS_Physical;HS_Gender;HS_Other;HS_Weak;HS_Moderate;HS_Strong;Tweet_Parsed;HS_predict;Abusive_predict;HS_Individual_predict;HS_Group_predict;HS_Religion_predict;HS_Race_predict;HS_Physical_predict;HS_Gender_predict;HS_Other_predict;HS_Weak_predict;HS_Moderate_predict;HS_Strong_predict
168;RT USER: Bos Korea gua itu awalnya ga percaya yg begituan, meskipun banyak kejadian di pabrik. \n\nOrang yg kesurupan dia bilangnya\xe2\x80\xa6';0;0;0;0;0;0;0;0;0;0;0;0;rt user bos korea aku itu awalnya tidak percaya  begituan meskipun banyak kejadian di pabrik orang  kesurupan dia bilangnya ;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
169;"What! Are you kidding me!? This is The WORST SEA GAMES EVER!
.
#stopseagames2017 #shameonyoumalaysia";0;0;0;0;0;0;0;0;0;0;0;0;apa are you kidding me this is the worst sea games ever stop sea games shame on you malaysia;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0
172;USER USER macam kes bom tu la. saya tahu la. saya tahu. hahaha';0;0;0;0;0;0;0;0;0;0;0;0;user user macam kes bom itu  saya tahu  saya tahu  ;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
188;Ternyata Tuhan juga mendengar doa para komunis. #RUSCRO';0;0;0;0;0;0;0;0;0;0;0;0;ternyata tuhan juga mendengar doa para komunis rusia kroasia ;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0
202;"SBY, What are you gonna say next? SBY: ""Oh i never delete the TTWW #ShameOnYouSBY"" Hahaha.. So Bullshit #ShamedByYou pic.twitter.com/fvLdfT6uN7";1;1;1;0;0;0;0;0;1;1;0;0;susilo bambang yudhoyono apa are you going to say next susilo bambang yudhoyono  i never delete the ttww shame on you susilo bambang yudhoyono  so bullshit shamed by you ;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
207;USER USER USER Di islam emng gitu mas, kafir masuk neraka. Yg muslim aja belun tentu masu surga, kalo amal nya ga ada';0;0;0;0;0;0;0;0;0;0;0;0;user user user di islam memang begitu mas kafir masuk neraka  muslim saja belum tentu masuk surga kalau amal  tidak ada ;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
243;USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER RBA dpt latihan kubus;0;0;0;0;0;0;0;0;0;0;0;0;user user user user user user user user user user user user user user user user user user riba dapat latihan kubus;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
247;anjir tertipu lagi!!';0;1;0;0;0;0;0;0;0;0;0;0;anjir tertipu lagi ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
271;Masih lagi termenung apabila teringat ending movie sicario smlm. Yahudi punya ending';0;0;0;0;0;0;0;0;0;0;0;0;masih lagi termenung apabila teringat akhir film si cario semalam yahudi punya akhir ;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
275;USER USER Nyebut cebong *auto reply* Dasar pinggiran koreng';1;1;1;0;0;0;0;0;1;1;0;0;user user menyebut kecebong auto reply dasar pinggiran koreng ;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
283;USER USER USER USER USER USER USER USER USER USER Yg dua ini cocok dikatain SONTOLOYO\xf0\x9f\x98\x81\xf0\x9f\x98\x81 EMANG BOM KAMPUNG GA BISA KASI MATI ORANG.';1;1;1;0;0;0;0;0;1;1;0;0;user user user user user user user user user user  dua ini cocok diejek sontoloyo memang bom kampung tidak bisa kasih mati orang ;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0
294;USER Rakyat Indonesia jutaan,nyari pengganti jokowi kok bingung... Otak buntu ni cebong..';1;1;1;0;0;0;0;0;1;1;0;0;user rakyat indonesia jutaan mencari pengganti jokowi  bingung otak buntu nih kecebong ;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
295;"menarik bahwa setelah kemunculan pengikut Kristus, ""eloah / elah"" berubah menjadi ""alah / allah"" pada liturgis &amp; literatur keagamaan Kristen Syria'";0;0;0;0;0;0;0;0;0;0;0;0;menarik bahwa setelah kemunculan pengikut kristus eloah  berubah menjadi  allah pada liturgis literatur keagamaan kristen suriah ;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
305;USER USER Berimajinasi sendiri \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\n\nMarie Elka Pangestu, Kwik Kian Gie, Rudy Hartono, Susi Susanti, Irwan Hidayat Bos Sidomuncul, Jaya Suprana dan ratusan tokoh tionghoa lain adalah orang baik,;0;0;0;0;0;0;0;0;0;0;0;0;user user berimajinasi sendiri marie elka pangestu kwik kian gie rudy hartono susi susanti irwan hidayat bos sido muncul jaya suprana dan ratusan tokoh tionghoa lain adalah orang baik ;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
306;"USER Lalu knp pada waktu itu al qur'an di jadikan alat bukti. Oleh kapolri dlm kasus bom surabaya""";0;0;0;0;0;0;0;0;0;0;0;0;user lalu kenapa pada waktu itu al qur an di jadikan alat bukti oleh kepala kepolisian negara republik indonesia dalam kasus bom surabaya;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0
337;USER SERIGALANYA JABLAY WKWKWK';0;1;0;0;0;0;0;0;0;0;0;0;user serigalanya jablay  ;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
356;USER Ahahahaha alah bodo. Takot iv ekgy ye suh mu nyanyi kagu klok je odo';0;1;0;0;0;0;0;0;0;0;0;0;user   bodoh takut iv ekgy iya suh mu nyanyi kagu kalau saja odo ;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
357;USER USER Bakal terjadi 2 poros lagi\xe2\x80\xa6Poros Barat (Demokrasi) vs Timur (komunis)';0;0;0;0;0;0;0;0;0;0;0;0;user user bakal terjadi poros lagiporos barat demokrasi lawan timur komunis ;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
358;Mamat tu masuk dalam Van! Celah mana kereta lai rosak tu setan. Dasarrrr';1;1;1;0;0;0;0;0;1;1;0;0;mamat itu masuk dalam van celah mana kereta lai rusak itu setan dasar ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
363;"USER ""Cosplay?""\n\nPemilik surai putih memiringkan kepalanya, penasaran ada, bingung pun ada. Dia pun memutari sebentar sosok asing di depannya itu.\n\n""Cosplay apa?""'";0;0;0;0;0;0;0;0;0;0;0;0;user cosplay pemilik surai putih memiringkan kepalanya penasaran ada bingung  ada dia  memutari sebentar sosok asing di depannya itu cosplay apa ;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0
384;USER USER USER Yang dungu itu orang yang mau ganti presiden!!! Tp g tau siapa!!! Mikiiiir!!!!';1;1;1;0;0;0;0;0;1;1;0;0;user user user  dungu itu orang  mau ganti presiden tetapi tidak tau siapa berpikir ;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0
386;What the?!? Who says that our President SBY is Kafir??? That's the most BULLSHIT thing I've ever heard... and it's on worldwide TT....;0;1;0;0;0;0;0;0;0;0;0;0;apa the who says that our presiden susilo bambang yudhoyono is kafir that the paling bullshit thing i ve ever heard and it on worldwide tt ;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0
395;habis nyusu dua box going to sit on the toilet for 4hours now;0;0;0;0;0;0;0;0;0;0;0;0;habis nyusu dua box pergi to sit on the toilet for hours now;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
396;Do not waste your rights for a better Indonesia. #DemocracyParty #IndonesiaElection #BotanyJakarta #BotanyRestaurant  http://fb.me/1qtBigsKkÃÂ ;0;0;0;0;0;0;0;0;0;0;0;0;do not waste your rights for a better indonesia democracy party indonesia election botany jakarta botany restaurant ;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0
398;USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER;0;0;0;0;0;0;0;0;0;0;0;0;user user user user user user user user user user user user user user user user user user user user user user user user user user user;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
410;USER pk jokowi bisa menguasai saham pt frefoort 51 persen kaum bani cabul kaum kampret yg kejang yg nyinyir';1;1;0;1;0;0;0;0;1;0;1;0;user pak jokowi bisa menguasai saham pt freeport persen kaum bani cabul kaum kampret  kejang  nyinyir ;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
414;USER Amin... Smoga Istiqomah...\nJgn khawatir cibiran org anggap aja ujian..\nIngat banyak org2 yg dulunya masalahnya suram bahkan kafir sekalipun kemudian taubat dan menjadi tokoh pejuang agama Islam...';0;0;0;0;0;0;0;0;0;0;0;0;user amin semoga istikamah jangan khawatir cibiran orang anggap saja ujian ingat banyak orang orang  dulunya masalahnya suram bahkan kafir sekalipun kemudian taubat dan menjadi tokoh pejuang agama islam ;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
420;USER USER cebong boros bacot hemat pake otak';1;1;1;0;0;0;0;0;1;1;0;0;user user kecebong boros bacot hemat pakai otak ;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
422;USER Orang udik sok pinter ya gini ini jadinya yang keluar dari congornya....';1;1;1;0;0;0;0;0;1;1;0;0;user orang udik sok pintar  begini ini jadinya  keluar dari congornya ;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
425;Japan Is developed nation,we can not compare with them ,China , Indonesia are best peer .There demography ,social and economic condition similar.the issue mentioned in China are mostly pro democracy and fueled by Western media.despite some issues ,people are largely happy.;0;0;0;0;0;0;0;0;0;0;0;0;japan is developed nation we can not compare dengan them cina indonesia are best peer there demography sosial and ekonomi condition similar the isu mentioned in cina are paling banyak pro democracy and fueled by western media despite some issues people are largely happy ;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
433;USER Pak USER perlu dijaga agar Tokoh Islam tak panik & perlu pendampingan agar dpt mnerima kenyataan;0;0;0;0;0;0;0;0;0;0;0;0;user pak user perlu dijaga agar tokoh islam tidak panik perlu pendampingan agar dapat menerima kenyataan;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
434;The flight from Mosul: Ã¢ÂÂWe left everything behind to save our livesÃ¢ÂÂ |   http://livewire.amnesty.org/2014/07/28/the-flight-from-mosul-we-left-everything-behind-to-save-our-lives/ÃÂ Ã¢ÂÂ¦  USER  USER #FPI #HTI #FUI #PKS #LPI;0;0;0;0;0;0;0;0;0;0;0;0;the flight from mosul we left everything behind to save our lives user user front pembela islam hizbut tahrir indonesia  partai keadilan sejahtera lpi;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
450;USER Yang namanya kapitalis emang kejam sih dalam konteks apapun, mending beli di warung2 kecil/toko2 lusinan bisa mensejahterakan rakyat juga. Pertanyaan gua selanjutnya, lu masih inget ga sama gua? Haha';0;0;0;0;0;0;0;0;0;0;0;0;user  namanya kapitalis memang kejam  dalam konteks apapun mending beli di warung warung kecil toko toko lusinan bisa mensejahterakan rakyat juga pertanyaan aku selanjutnya kamu masih ingat tidak sama aku  ;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0
466;tapi bisa dimaklumi juga ga sih kalo temen temen marah sama si ardhito because sebagai public figure you should know how to speak??? he's not ur friend but you talk about him like that? regardless of the way you speak daily yang katanya emang ceplas ceplos, lu salah banget anjing;1;1;1;0;0;0;0;0;1;1;0;0;tapi bisa dimaklumi juga tidak  kalau teman teman marah sama  ardhito because sebagai publik figure you should know how to speak he not kamu friend but you talk about him like that regardless of the way you speak daily  katanya memang ceplos ceplos kamu salah banget anjing;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
485;thank you! God bless you and have a good day.;0;0;0;0;0;0;0;0;0;0;0;0;terima kasih you god bless you and have a good day ;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
493;RT USER: USER Lagunya bagus. Mvnya juga ga abal walaupun yua sbg sponsor screentimenya beuh. Tapi bagus kok dia, yg b\xe2\x80\xa6';0;0;0;0;0;0;0;0;0;0;0;0;rt user user lagunya bagus video musiknya juga tidak abal walaupun  sebagai sponsor waktu menontonnya  tapi bagus  dia  b ;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
504;USER So bgt jijik tar juga di save nih bntr lg';0;1;0;0;0;0;0;0;0;0;0;0;user so banget jijik tar juga di save nih sebentar lagi ;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0
513;Gaya beruk preman kampung, begini klo mantan supir tembak metromini masuk dpr. Kampungan berdebat malah ngajak berantam dan ngancam kyk banteng. URL;1;1;1;0;0;0;0;0;1;1;0;0;gaya beruk preman kampung begini kalau mantan supir tembak metromini masuk dewan perwakilan rakyat kampungan berdebat malah mengajak berantam dan mengancam seperti banteng url;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
519;Mayoritas Warga Tak Ingin Jokowi Jadi Presiden Lagi #KlikRMOL #survei;0;0;0;0;0;0;0;0;0;0;0;0;mayoritas warga tidak ingin jokowi jadi presiden lagi klik rmol survei;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0
521;The Qur'an takes away the freedom of belief from all humanity and relegates those who disbelieve in Islam to hell (5:10), calls them najis (filthy, untouchable, impure) (9:28), and orders its followers to fight the unbelievers until no other religion except Islam is left (2:193).;0;0;0;0;0;0;0;0;0;0;0;0;the qur an takes away the freedom of belief from all humanity and relegates those who disbelieve in islam to hell calls them najis filthy untouchable impure and orders it is pengikut to fight the unbelievers until no other religion except islam is left ;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
531;So y'all kadrun is apparently short of kadal gurun;0;0;0;0;0;0;0;0;0;0;0;0;so iya all kadal gurun is apparently short of kadal gurun;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
534;Pilkada NTT;0;0;0;0;0;0;0;0;0;0;0;0;pilihan kepala daerah ntt;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
539;how to build trust with so many liar in a country?;0;0;0;0;0;0;0;0;0;0;0;0;how to build trust dengan so many liar in a country ;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
542;KPK: Banyak Kepala Daerah Tertangkap Bukan karena PilkadaÃ Langsung;0;0;0;0;0;0;0;0;0;0;0;0;komisi pemberantasan korupsi banyak kepala daerah tertangkap bukan karena pilihan kepala daerah langsung;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
543; USER great game today AND you killed the halftime show man! Congrats!  USER  USER  USER  USER Ã°ÂÂÂÃ°ÂÂÂÃ°ÂÂÂ pic.twitter.com/IehGHySvQN;0;0;0;0;0;0;0;0;0;0;0;0; user great game today and you killed the halftime show man congratulation user user user user ;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
551;USER USER USER USER USER USER Bloon ah ngakak gue.';0;1;0;0;0;0;0;0;0;0;0;0;user user user user user user beloon  mengakak aku ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
561;para teroris ingin masuk surga secara instan dg melakukan bom bunuh diri yg mreka sebut jihad..mereka pikir hidup semudah itu :))';0;0;0;0;0;0;0;0;0;0;0;0;para teroris ingin masuk surga secara instan dengan melakukan bom bunuh diri  mereka sebut jihad mereka pikir hidup semudah itu ;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
562;RT USER: Maaf tak menyelesaikan masalah. Sudah berapa banyak peternak dan pedagang dirugikan akibat ulah manusia ini? Dan sudah be\xe2\x80\xa6';0;0;0;0;0;0;0;0;0;0;0;0;rt user maaf tidak menyelesaikan masalah sudah berapa banyak peternak dan pedagang dirugikan akibat ulah manusia ini dan sudah be ;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
571;This is so cute! Ã¢ÂÂºÃ¯Â¸ÂÃ°ÂÂÂ that cliff hanger though... Ã°ÂÂÂ§;0;0;0;0;0;0;0;0;0;0;0;0;this is so cute that cliff hanger though ;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
583;RT USER: monyet lu songong. URL;1;1;1;0;0;0;0;0;1;1;0;0;rt user monyet kamu songong url;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
595;Terus aja bangsat. Stop policing how people should feel lol well i guess it's all good that you're not sad but i am. Please just fuck off and let me be sad on my own,,,,;0;1;0;0;0;0;0;0;0;0;0;0;terus saja bangsat stop policing how people should feel  well i guess it all good that you re not sad but i am please just fuck off and let me be sad on my own ;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0
596;"USER Point yg keren, ""Bangsa ini pernah dibawa ke kanan oleh Masyumi, tak bisa, dibawa ke kiri oleh PKI, tak bisa, karena bangsa ini memang ditakdirkan berada ditengah, menjadi milik semua bangsa""\xf0\x9f\x99\x8f'";0;0;0;0;0;0;0;0;0;0;0;0;user point  keren bangsa ini pernah dibawa ke kanan oleh masyumi tidak bisa dibawa ke kiri oleh partai komunis indonesia tidak bisa karena bangsa ini memang ditakdirkan berada ditengah menjadi milik semua bangsa ;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
597;RT USER: USER Arseto..ini kunyuk yg sedang cari panggung...';0;1;0;0;0;0;0;0;0;0;0;0;rt user user arseto ini kunyuk  sedang cari panggung ;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0
614;No idea how can it be sooooo obvious. No transportation arrangement, forgot to provide meal, not playing fair. #Cheating #ShameOnYouMalaysia;0;0;0;0;0;0;0;0;0;0;0;0;no ide how can it be jadi obvious no transportation arrangement forgot to provide meal not memainkan fair cheating shame on you malaysia;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0
622;USER Edan, 1 triliun.';0;1;0;0;0;0;0;0;0;0;0;0;user gila triliun ;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
623;HALLO, pimensiv kalian. Lele sama rien, semoga langgeng yaa dijauhin dari pelakor dan antek antek nya. Trus juga makin saling sayang saling ngertiin. Itu aja yaa\xf0\x9f\x91\x8c\xf0\x9f\x91\x8c\n#AELIEN1STMENSIVE';0;0;0;0;0;0;0;0;0;0;0;0; bagaimana  kalian lele sama rien semoga langgeng  dijauhkan dari perebut pria orang dan antek antek  terus juga semakin saling sayang saling mengerti itu saja  alien first mensive ;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
624;Dah adzan subuh ni, sholat yuk. \nYg kristen sate yuk';0;0;0;0;0;0;0;0;0;0;0;0;sudah azan subuh nih salat ayo  kristen sate ayo ;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
641;USER Engga. Kampang emang';1;1;1;0;0;0;0;0;1;1;0;0;user tidak kampang memang ;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
647;USER USER USER Yg ideal sih itu. Tp tdk menutup buat si jd Presiden Dunia khayal;0;0;0;0;0;0;0;0;0;0;0;0;user user user  ideal  itu tetapi tidak menutup buat  jadi presiden dunia khayal;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0
