Index;Tweet;HS;Abusive;HS_Individual;HS_Group;HS_Religion;HS_Race;HS_Physical;HS_Gender;HS_Other;HS_Weak;HS_Moderate;HS_Strong;Tweet_Parsed;HS_predict;Abusive_predict;HS_Individual_predict;HS_Group_predict;HS_Religion_predict;HS_Race_predict;HS_Physical_predict;HS_Gender_predict;HS_Other_predict;HS_Weak_predict;HS_Moderate_predict;HS_Strong_predict
131;USER Saya dukung 200 % pernyataan Najwa soal KPK. Lebih baik DPR kita bubarkan;1;0;0;1;0;0;0;0;1;0;0;1;user saya dukung nyata najwa soal komisi berantas korupsi lebih baik dewan wakil rakyat kita bubar;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
145;USER ma kangen mau nete';0;1;0;0;0;0;0;0;0;0;0;0;user sama kangen mau nete ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
148;Ketika bangkai kian membusuk maka apa yang akan di lakukan ? Di hirup dan di cari atau di hirup dan kau diamkan ?\nSama saja kau bagaikan bangke yang kian membusuk dan tak mencari apa kesalannya kenapa bisa berbau ?';0;0;0;0;0;0;0;0;0;0;0;0;ketika bangkai kian busuk maka apa  akan di laku di hirup dan di cari atau di hirup dan kamu diam sama saja kamu bagai bangkai  kian busuk dan tidak cari apa kesal kenapa bisa bau ;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
158;PopulerB1 8: Prabowo Diminta Tak Jadikan Isu Rohingya untuk Tekan Pemerintah URL URL;1;0;1;0;0;0;0;0;1;1;0;0;populer prabowo minta tidak jadi isu rohingya untuk tekan perintah url url;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
161;Oh my god I relate to that third panel so much !!! I was stressing so hard on confessing to my crush worrying about if things will get awkward but after I confessed we talked for like the longest I think we've talked and we're still friends Ã°ÂÂÂ even if he reciprocate.;0;0;0;0;0;0;0;0;0;0;0;0; my god i relate to that third panel so much i be stress so hard on confess to my crush worry about if pikir will get awkward but after i confess we talk for like the long i think we ve talk and we re still friend even if he reciprocate ;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
178;munafik people everywhere. sherem nihhh;0;0;0;0;0;0;0;0;0;0;0;0;munafik people everywhere seram nih;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
179;Came a long way from Amira gassing her to start walking lmao https://twitter.com/SunnyBanks_/status/1223283139654692866ÃÂ Ã¢ÂÂ¦;0;0;0;0;0;0;0;0;0;0;0;0;come a long way from amira gas her to start walk laugh my as off ;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
199;RT USER: Besok kalau Prabowo nyapres lagi kalau masih teriak-teriak NKRI harga mati jangan dipercaya ya;1;0;1;0;0;0;0;0;1;1;0;0;rt user besok kalau prabowo calon presiden lagi kalau masih teriak teriak negara satu republik indonesia harga mati jangan percaya ;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0
208;#AtongKEPOH Suka gak sama monyet?';0;0;0;0;0;0;0;0;0;0;0;0; atong ingin tahu suka tidak sama monyet ;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
209;"USER USER Waketum USER , CUCI CONGOR USER dahulu..., agar yang keluar dari congornya GAK ASAL, jadi kalian gak perlu repot ""cuci tangan"".\nKetua kalian USER yang ""LEMPAR BATU"", kalian mau ""SEMBUNYI TANGAN""?'";1;1;0;1;0;0;0;0;1;0;1;0;user user wakil ketua umum user cuci congor user dahulu agar  keluar dari congor tidak asal jadi kalian tidak perlu repot cuci tangan ketua kalian user  lempar batu kalian mau sembunyi tangan ;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
221;USER Busuk...jijik...';0;1;0;0;0;0;0;0;0;0;0;0;user busuk jijik ;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
230;The names don't even ring bells what years were they active? I'm tryna figure out wtf I was doing instead since I'm the odd one out lol https://twitter.com/acewuzhere/status/1224135093234601989ÃÂ Ã¢ÂÂ¦;0;1;0;0;0;0;0;0;0;0;0;0;the name do not t even ring bell apa year be they active i sama tryna figure out what the fuck i be do instead sejak i sama the odd one out  ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
233;"Pengusaha china ;: jk reklamasi pulau G Dibatalkan . Jokowi akan kami lengserkan";1;0;1;0;0;0;0;0;1;0;0;1;usaha cina kalau reklamasi pulau tidak batal jokowi akan kami lengser;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0
236;USER Iya eh makanya dikupingku kek gak asing wkwk';0;0;0;0;0;0;0;0;0;0;0;0;user iya  makanya kuping seperti tidak asing  ;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
237;USER Ngentod yuk saynk';0;1;0;0;0;0;0;0;0;0;0;0;user ngentot ayo sayang ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
250;BANGSAT LO BENER BGT ANJING TAPI SORRY I PREFER HE TIAN MORE I CANT TAKE MY EYES OFF HIS SMALL WAIST BUT WELL TRAINED UPPER BODY FUCK IM IN LOVE WITH THEIR BODY PROPORTIONS,,,,;0;1;0;0;0;0;0;0;0;0;0;0;bangsat kamu benar banget anjing tapi maaf i prefer he tian more i cant take my eye off his small waist but well train upper body fuck i be in love dengan their body proportion ;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0
270;Babi haram babu halal hanya ulah Muhammad BEJAD mencatut nama Tuhan;1;1;0;1;1;0;0;0;0;0;1;0;babi haram babu halal cuma ulah muhammad bejat catut nama tuhan;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
280;RT USER Dan Jokowi bukan Mega. Begini kalo mau nyapres sebaiknya mundur sekarang dan bikin partai.;1;0;1;0;0;0;0;0;1;1;0;0;rt user dan jokowi bukan mega begini kalau mau calon presiden baik mundur sekarang dan buat partai ;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0
291;Dear Malaysia, stop claiming Indonesia's cultures! It just make your country seems like an idiot! #MalaysiaMiskinBudaya;1;1;0;1;0;0;0;0;1;0;1;0;dear malaysia stop claim indonesia culture it just make your country seem like an idiot malaysia miskin budaya;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0
293;one thing that sucks about being live in indonesia is that your standard for food is already so high. no other country food will impress youÃ°ÂÂÂ­;0;1;0;0;0;0;0;0;0;0;0;0;one thing that suck about be live in indonesia be that your standard for food be already so high no other country food will impress you ;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
317;"me walking out from DPR's bullshit

""dEwAn pErWaKiLaN rAkYaT"" my ass.  pic.twitter.com/fmjnO84ueH";1;1;0;1;0;0;0;0;1;0;1;0;me walk out from dewan wakil rakyat bullshit dewan wakil rakyat my as ;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
328;"It's like overwhelming but the portion is too much. You easily feel amazed.
In Indonesian, it's similar to kampungan (tacky).";0;1;0;0;0;0;0;0;0;0;0;0;it like overwhelm but the portion be too much you easily feel amaze in indonesian it similar to kampung tacky ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
339;TumbangkanJokowiRadikal TUMBANGKAN REZIM TIRANI.. LENGSERKAN JOKOWI;1;0;1;0;0;0;0;0;1;0;0;1;tumbang jokowi radikal tumbang rezim tirani lengser jokowi;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0
348;Ganti kapolri, Harus ganti presiden, LENGSERKAN jokowi menjadi harga mati;1;0;1;0;0;0;0;0;1;0;0;1;ganti kepala polisi negara republik indonesia harus ganti presiden lengser jokowi jadi harga mati;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0
351;USER dari pada gua nete';0;1;0;0;0;0;0;0;0;0;0;0;user dari pada aku nete ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
352;maaf sebelumnya tapi BANGSAT ANJIR MIRREL SAYANG BANGET BANGET BANGET SAMA JIN AND IM NOT THE TYPE TO JUST SAY THE L WORD FOR THE SAKE OF IT NO I ALWAYS MEAN IT EVERYTIME I SAY I LOVE SOMEONE SO IM GONNA SAY IT AGAIN I LOVE KIM SEOKJIN SO MUCH WHAT THE FUCK I WANNA PROTECT HIM,,,,;0;1;0;0;0;0;0;0;0;0;0;0;maaf belum tapi bangsat anjir mirrel sayang banget banget banget sama jin and i be not the tipe to just say the l word for the sake of it no i always mean it everytime i say i love someone so i be go to say it again i love kim seok jin so much apa the fuck i ingin protect him ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
365;USER USER USER USER USER Anjing polisi polisi anjing keparat';1;1;0;1;0;0;0;0;1;0;1;0;user user user user user anjing polisi polisi anjing keparat ;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0
369;"but to me the word 'fuck' is not funny and strong enough like
'anjing'
'si bangsat'
'anying'
'kampret njing',,,,";0;1;0;0;0;0;0;0;0;0;0;0;but to me the word fuck be not funny and strong enough like anjing i bangsat anjing kampret anjing ;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0
372;We so irrelevance since people can survive without us at all. Spender pon kafir cina yg buat;0;1;0;0;0;0;0;0;0;0;0;0;we so irrelevance sejak people can survive tanpa u at all spender pon kafir cina  buat;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
380;i love being multilingual i can even curse on sundanese too like anjing jelema naha si bangsat;0;1;0;0;0;0;0;0;0;0;0;0;i love be multilingual i can even curse on sundanese too like anjing orang naha  bangsat;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
391;STOP MAKING KAMPUNGAN PEOPLE FAMOUS;0;1;0;0;0;0;0;0;0;0;0;0;stop make kampung people famous;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
403;USER Kasian fitriani nasib mu sm dg pendahulu hanya menuh2in pelatnas shrs nya pelatih yg di buang nih,tp syg PBSI ga ad nyali buat pecat pelatih liat cina langsng di pecat zhang ning';0;0;0;0;0;0;0;0;0;0;0;0;user kasihan fitriani nasib mu sama dengan dahulu cuma penuh pusat latih nasional harus  latih  di buang nih tetapi sayang satu bulu tangkis seluruh indonesia tidak ada nyali buat pecat latih lihat cina langsung di pecat  ning ;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0
411;My Bacteria, called Kontol, just wiped out the world in 712 days! #PlagueInc http://s.ndemiccreations.com/plague/i/4ad8e1fe287a693aÃÂ Ã¢ÂÂ¦;0;1;0;0;0;0;0;0;0;0;0;0;my bacteria call kontol just wipe out the world in day plagueinc ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
424;Kuliah merubah smua cara pikirqu guys aku mau beli anting aja ky \xe2\x80\x9cnajis mahal bet mending bikin sendiri\xe2\x80\x9d pada intinya gw gamau rugi WKWK ya Allah :(';0;1;0;0;0;0;0;0;0;0;0;0;kuliah ubah semua cara pikir guy aku mau beli ante saja seperti najis mahal banget mend buat sendiri pada inti aku tidak mau rugi   allah ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
462;USER USER USER Anda paham ga strategi 2010-2014 telah memicu overheating ekonomi 2013-2014 dengan inflas 8.86% , 8.36% ?;0;0;0;0;0;0;0;0;0;0;0;0;user user user kamu paham tidak strategi telah picu overheat ekonomi dengan inflasi ;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
475;"Cc : fpi hti "" USER: A believer is fun and playful whereas a hypocrite is grim and angry. Prophet Muhammed (saw)""";0;0;0;0;0;0;0;0;0;0;0;0;cc front bela islam hizbut tahrir indonesia user a believer be fun and playful whereas a hypocrite be grim and angry prophet muhammed saw ;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
483;Free palestin,,,,, fuck zionist israel the real terrorism, innocent people killed in Gaza,.. Anjing israel, setan israel, teroris israel,.;1;1;0;1;0;0;0;0;1;0;1;0;free palestina fuck zionis israel the real terrorism innocent people kill in gaza anjing israel setan israel teroris israel ;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
492;"USER Begitu mulia bpk USER , pengangguran akhirnya berkurang pak . Bpk bgtu perhatian banget pak sama rakyat ,,,; RAKYAT CHINA . 2019 nyalon pilpres aja disana pak . Pasti kepilih pak . #2019GantiPresiden";1;0;1;0;0;0;0;0;1;1;0;0;user begitu mulia bapak user anggur akhir kurang pak bapak begitu perhati banget pak sama rakyat rakyat cina nyalon pilih presiden saja di sana pak pasti pilih pak ganti presiden;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0
507;RT USER Yang membuat kami rugi bukan jonru mas tapi jokowi emang utang hampir 4000T buat rakyat..? Garam naik 400% situ ga tau..;1;0;1;0;0;0;0;0;1;1;0;0;rt user  buat kami rugi bukan jonru ma tapi jokowi memang utang hampir t buat rakyat garam naik kamu tidak tau ;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0
530;USER USER harusnya yg mundur jokowi;1;0;1;0;0;0;0;0;1;1;0;0;user user harus  mundur jokowi;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0
537;turunkan Jokowi. Rezim ini sudah mengorbankan Ahok;1;0;1;0;0;0;0;0;1;0;0;1;turun jokowi rezim ini sudah korban ahok;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0
549;RT USER: Selfie sebelum mandi. Mau liat kelanjutan maa kuli bangunan kekar berotot ini ngocok kontol sampe mucrat??? URL;0;1;0;0;0;0;0;0;0;0;0;0;rt user swafoto belum mandi mau lihat lanjut ibu kuli bangun kekar otot ini kocok kontol sampai muncrat url;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
554;this constant bullshit overloading the house of greed , untuk para DPR yang rakus akan harta  USER;1;1;0;1;0;0;0;0;1;0;1;0;this constant bullshit overload the house of greed untuk para dewan wakil rakyat  rakus akan harta user;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
556;USER Rezim represif anti Islam.;1;0;1;0;1;0;0;0;0;1;0;0;user rezim represif anti islam ;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
576;USER USER USER Kenapa bukan jokowi yang lo suruh mundur?;1;0;1;0;0;0;0;0;1;1;0;0;user user user kenapa bukan jokowi  kamu suruh mundur ;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0
586;#HapusMalaysiaDariASEAN #tortorpunyaindonesia #malaysiamiskinbudaya dear malaysia You coutry is bitch country! :D *ups;1;1;0;1;0;0;0;0;1;0;1;0; hapus malaysia dari asean tortor punya indonesia malaysia miskin budaya dear malaysia you coutry be bitch country di ;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
587;RT USER Satu lgi buat 7 skolah yg di bakar ma kader ny prabowo hrus tanggung jawab;1;0;1;0;0;0;0;0;1;1;0;0;rt user satu lagi buat sekolah  di bakar sama kader  prabowo harus tanggung jawab;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0
593;"I respect that it's a responsibility for the Muslims to authenticate a halal sijil for boba shops

But you don't have to spew up racist comments like Ã¢ÂÂini Msia apasal brand name perkataan Cina' or Ã¢ÂÂutk kafir saja'

Please respect the non Muslims' dietary choices as well  pic.twitter.com/9o7iLRnxEK";0;1;0;0;0;0;0;0;0;0;0;0;i respect that it a responsibility for the muslim to authenticate a halal sijil for boba shop but you do not t have to spew up racist comment like ini asia apasal merek nama kata cina orang untuk kafir saja please respect the non muslim dietary choice a well ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
605;RT USER DPR bubarkan saja gak ada gunanya utk bangsa. Pertahankan KPK;1;0;0;1;0;0;0;0;1;0;0;1;rt user dewan wakil rakyat bubar saja tidak ada guna untuk bangsa tahan komisi berantas korupsi;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0
611;RT USER: Mash kentut bau babi';0;1;0;0;0;0;0;0;0;0;0;0;rt user masih kentut bau babi ;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0
620;Fuck my diet there was a pasar malam at the Dunkirk Comminity Centre. Also I haven't spoken Malay in so long -- and when I tried I sounded like a fking poser -- I am ashamed for memalu-ing bangsa dan negara. This is my public apology.,,,,;0;1;0;0;0;0;0;0;0;0;0;0;fuck my diet there be a pasar malam at the dunkirk comminity centre also i have not t speak malaysia in so long and when i try i sound like a fuck poser i be ashamed for malu ing bangsa dan negara this be my publik apology ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
626;Makin hari berita makin lucu saja. Akrobat politik dilakukan demi menggerus elektabilitas Presiden Jokowi yang begitu tinggi.;0;0;0;0;0;0;0;0;0;0;0;0;makin hari berita makin lucu saja akrobat politik laku demi gerus elektabilitas presiden jokowi  begitu tinggi ;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
627;RT USER Pantasan di pecat dr menteri...data2 aj ngawur dan memkasakan betul..hahaha AhokPastiTumbang paslon3 pilgubdki;1;0;1;0;0;0;0;0;1;1;0;0;rt user pantas saja di pecat dari menteri data data saja ngawur dan paksa benar  ahok pasti tumbang pasang calon pilih gubernur daerah khusus ibukota;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0
648;Yeaa... Malays doesn't have any brain LOL RT  USER: STUPID! CAN YOU STOP TWEETING #MalaysiaMiskinBudaya ?! DO YOU HAVE BRAIN?;1;1;0;1;0;0;0;0;1;0;1;0; malay do not t have any brain  rt user bodoh can you stop tweet malaysia miskin budaya do you have brain ;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0
664;ini kok ngenes ya bacanya.;0;0;0;0;0;0;0;0;0;0;0;0;ini  enas  baca ;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
685;Ayo lengserkan Jokowi. Dimulai dari bugis.;1;0;1;0;0;0;0;0;1;0;0;1;ayo lengser jokowi mulai dari bugis ;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0
699;Malam ini: Ganyang! Bakar! Bunuh PKI!;1;0;0;1;0;1;0;0;0;0;0;1;malam ini ganyang bakar bunuh partai komunis indonesia ;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
710;Besok kalau Prabowo nyapres lagi dan teriak-teriak masalah ketimpangan jangan dipercaya. Dia aja ngatain wartawan gaji kecil kok;1;0;1;0;0;0;0;0;1;1;0;0;besok kalau prabowo calon presiden lagi dan teriak teriak masalah timpang jangan percaya dia saja maki wartawan gaji kecil ;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0
718;900 Ton Benih Hortikultura Tembus Pasar Ekspor 10 Negara;0;0;0;0;0;0;0;0;0;0;0;0; ton benih hortikultura tembus pasar ekspor negara;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
731;Di Cina contohnya, seiring meningkatnya beras sintetis, jagung sintetis dll, produk yang ber-label #halal menjadi solusi tersendiri bagi masyarakat Cina yang tidak ingin tertipu.\n\nPasar inilah yang telah diisi oleh Malaysia disana.';0;0;0;0;0;0;0;0;0;0;0;0;di cina contoh iring tingkat beras sintetis jagung sintetis dan lie lie produk  ber label halal jadi solusi sendiri bagi masyarakat cina  tidak ingin tipu pasar ini  telah isi oleh malaysia di sana ;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0
761;RT  USER: Dear Malaysia, stop claiming Indonesia culture and be creative to create your own culture. #MalaysiaMiskinBudaya;1;0;0;1;0;0;0;0;1;0;1;0;rt user dear malaysia stop claim indonesia culture and be creative to create your own culture malaysia miskin budaya;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
763;"Even Indonesia has a good president, it doesn't work if DPR still talk a bullshit and trash talk. Indonesia needs human resource that is capable to think. Not just sex and f*ck humanity. Bangsat DPR!
#MahasiswaBergerak";1;1;0;1;0;0;0;0;1;0;1;0;even indonesia have a good presiden it do not t work if dewan wakil rakyat still talk a bullshit and sampah talk indonesia need human resource that be capable to think not just sex and f  humanity bangsat dewan wakil rakyat mahasiswa gerak;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0
766;USER Wedus gembel\n\nAku siram air bisa bikin seger kan';0;1;0;0;0;0;0;0;0;0;0;0;user wedus gembel aku siram air bisa buat segar  ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
777;"FPI(White Knight) & HTI(Black Knight)
#KamiDukungFPI
#KamiBersamaHTI
Ã°ÂÂÂ³Ã°ÂÂÂÃ°ÂÂÂ´ pic.twitter.com/dGllRU1AUN";0;0;0;0;0;0;0;0;0;0;0;0;front bela islam white knight hizbut tahrir indonesia black knight kami dukung front bela islam kami sama hizbut tahrir indonesia ;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
