Index;Tweet;HS;Abusive;HS_Individual;HS_Group;HS_Religion;HS_Race;HS_Physical;HS_Gender;HS_Other;HS_Weak;HS_Moderate;HS_Strong;Tweet_Parsed;HS_predict;Abusive_predict;HS_Individual_predict;HS_Group_predict;HS_Religion_predict;HS_Race_predict;HS_Physical_predict;HS_Gender_predict;HS_Other_predict;HS_Weak_predict;HS_Moderate_predict;HS_Strong_predict;OOV
253;USER bentar bentar kunyuk mirip siapa yak *mikir keras*';1;1;1;0;0;0;0;0;1;1;0;0;user bentar bentar kunyuk mirip siapa  berpikir keras ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
265;USER Bangsad napadah lu sangad tidack ramah sama gua';1;1;1;0;0;0;0;0;1;1;0;0;user bangsat apa  kamu sangat tidak ramah sama aku ;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
266;Jokowi anti islam akn diusung lawan-lawan politik... buzzer dari rezim;1;0;1;0;1;0;0;0;0;1;0;0;jokowi anti islam akan diusung lawan lawan politik buzzer dari rezim;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;
287;USER Si amat emang nggak bodo. Gue bilangin amat nih lo bawa2 nama dia.';0;0;0;0;0;0;0;0;0;0;0;0;user  amat memang tidak bodoh aku bilang amat nih kamu bawa bawa nama dia ;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;
307;Malaysia is the worst SEA Games host ever!! #ShameOnYouMalaysia #SeaGames2017 #Ã Â¸ÂÃ Â¸ÂµÃ Â¹ÂÃ Â¸ÂÃ Â¸Â¡Ã Â¸ÂªÃ Â¹Â2017 pic.twitter.com/hMMHRIciC3;1;0;0;1;0;0;0;0;1;0;1;0;malaysia is the worst sea games host ever shame on you malaysia sea games ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
322;JKW ERA: Percuma pembangunan duit utang semua..;1;0;1;0;0;0;0;0;1;1;0;0;jokowi era percuma pembangunan duit utang semua ;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;
333;USER Pokonya kita bales tu partai silit item';1;1;0;1;0;0;0;0;1;0;1;0;user pokoknya kita balas itu partai silit hitam ;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
402;USER cocot comberan tai';1;1;0;1;0;0;0;0;1;0;1;0;user cocot comberan tai ;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;
441;GAPERNAH MENDALAMI AL-QURAN YA BANG??? PANTESAN MULUTNYA KAYA ORANG KAFIR BEJAT HINA USER';1;1;1;0;1;0;1;0;0;1;0;0;tidak pernah mendalami al alquran  bang pantas saja mulutnya kaya orang kafir bejat hina user ;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;
444;RT USER Pribumi harus tolak etnis cina jadi pemimpin di indonesia jgn di adu dgn pancasila atau bhineka..;1;0;0;1;0;1;0;0;0;0;0;1;rt user pribumi harus tolak etnis cina jadi pemimpin di indonesia jangan di adu dengan pancasila atau bhineka ;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;
457;ANJING TAIK, FUCK YOU YOUTUBE BANGSAT,,,,;0;1;0;0;0;0;0;0;0;0;0;0;anjing tai fuck you youtube bangsat ;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;
459;RT USER Juga jago bakar isu PKI Komunis;1;0;1;0;0;1;0;0;0;1;0;0;rt user juga jago bakar isu partai komunis indonesia komunis;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;
478;USER Tangkap aja itu jendral banci kayak prabowo yg bodoh;1;1;1;0;0;0;0;1;0;0;0;1;user tangkap saja itu jenderal banci kayak prabowo  bodoh;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;
497;Ajarin pake ht..liat pk ht..gunain nalar sblm mati..;1;0;1;0;0;0;0;0;1;1;0;0;ajarkan pakai hati lihat pak hati gunakan nalar sebelum mati ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
514;USER Titit lah anies ni, jangan jadi wapres prabowo anjenk';1;1;1;0;0;0;0;1;0;1;0;0;user titit  anies nih jangan jadi wakil presiden prabowo anjing ;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;
516;Mana la cina ni tahu tu kereta perempuan?\xf0\x9f\x98\x85';0;0;0;0;0;0;0;0;0;0;0;0;mana  cina nih tahu itu kereta perempuan ;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;
546;Malaysian is either Indian or Chinese so there is no really Malaysian people. HAHAHAHA #SEAGames2017 #ShameOnYouMalaysia;0;0;0;0;0;0;0;0;0;0;0;0;malaysian is either indian orang cina so there is no really malaysian people  sea games shame on you malaysia;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;
557;perempuan kaya lo mending mati aja deh, jelek aja, gausa sok jadi make up artist!;1;1;1;0;0;0;1;1;0;1;0;0;perempuan kaya kamu mending mati saja  jelek saja tidak usah sok jadi make up artist ;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;
565;"KARMA IS REAL BRO !! 
#GanyangMalaysia  https://twitter.com/SyedSaddiq/status/1199204705357848576ÃÂ Ã¢ÂÂ¦";1;0;0;1;0;0;0;0;1;0;1;0;karma is real bro ganyang malaysia ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
568;USER emang berani ... Indonesia kan bagian dari republik rakyat cina..;1;0;1;0;0;0;0;0;1;1;0;0;user memang berani indonesia  bagian dari republik rakyat cina ;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;
573;USER USER ONTA SIAPA YANG DIBALIK. KASIAN IH :(((((';0;0;0;0;0;0;0;0;0;0;0;0;user user unta siapa  dibalik kasihan  ;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;
580;USER Kapan tuh si BEJAT CABUL USER balik ? Pengecut si Onta itu ye...';1;1;1;0;0;0;0;1;0;1;0;0;user kapan itu  bejat cabul user balik pengecut  unta itu iya ;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;
585;USER Budek? Kamu bisa denger aku enggak? \\\\';1;1;1;0;0;0;1;0;0;1;0;0;user budek kamu bisa dengar aku tidak ;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
598;Omongan Ahok TERBUKTI LAGI! Anies Sandi INGKAR JANJI Soal Reklamasi: URL melalui USER;1;0;0;1;0;0;0;0;1;0;1;0;omongan ahok terbukti lagi anies sandi ingkar janji soal reklamasi url melalui user;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;
603;Sementara itu USER kerjanya musuhi dakwah Islam & bubarkan HTI..! Rakyat jg berhak lengserkan jokowok tukang pencitraan!!;1;0;1;0;1;0;0;0;0;0;0;1;sementara itu user kerjanya memusuhi dakwah islam bubarkan hizbut tahrir indonesia rakyat juga berhak lengserkan jokowi kodok tukang pencitraan ;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;
608;"No Reasons For Give Up, Let's Fighting The Regime Chebong Fir'aun Ã¢ÂÂ¡Ã°ÂÂÂÃ°ÂÂÂ
#2019GantiPresiden
#2019PrabowoSandi
#2019PrabowoPresiden
#GerakanNasionalKedaulatanRakyat
#SaveOurDemocracy https://twitter.com/zaidfalevi/status/1130307594793340930ÃÂ Ã¢ÂÂ¦";1;0;0;1;0;0;0;0;1;0;0;1;no reasons for give up let fighting the regime kecebong fir aun ganti presiden prabowo sandi prabowo presiden gerakan nasional kedaulatan rakyat save our democracy ;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;
632;You copy my style, you copy again (n) #MalaysiaMiskinBudaya;1;0;0;1;0;0;0;0;1;0;1;0;you copy my gaya you copy again dan malaysia miskin budaya;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
654;rt USER USER USER Tp kenapa jokowi tidak mau tes dna.?tes Dna lah yg bisa membuktikan nya bukan keturunan PKI;1;0;1;0;0;1;0;0;0;1;0;0;rt user user user tetapi kenapa jokowi tidak mau tes dna tes dna   bisa membuktikan  bukan keturunan partai komunis indonesia;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
657;USER Jakarta diera Anies Sandi jg nambah pengangguran;1;0;0;1;0;0;0;0;1;0;1;0;user jakarta di era anies sandi juga menambah pengangguran;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;
688;Kamu transgender atau gmn anjing :( URL;1;1;1;0;0;0;0;1;0;1;0;0;kamu transgender atau bagaimana anjing url;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
714;USER Bani?';0;0;0;0;0;0;0;0;0;0;0;0;user bani ;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;
721;USER Telor burung onta\n\ntdi nonton orang makan itu gede bgt gils';0;0;0;0;0;0;0;0;0;0;0;0;user telur burung unta tadi menonton orang makan itu besar banget gila ;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
726;USER USER USER Biarin lbh bagus cungkring drpd gendut bisa autis\xf0\x9f\xa4\xa3\xf0\x9f\x98\x81\xe2\x9c\x8c\n#prabowo2periode';0;1;0;0;0;0;0;0;0;0;0;0;user user user biarkan lebih bagus cungkring daripada gendut bisa autis prabowo periode ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
729;USER Bener juga lu bangke';0;1;0;0;0;0;0;0;0;0;0;0;user benar juga kamu bangkai ;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;
736;USER USER USER USER USER Model cramah nya kaya jiancok Silit Celeng Gus Guss';1;1;1;0;0;0;0;0;1;1;0;0;user user user user user model ceramah  kaya jancuk silit celeng gus gus ;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
743;Admin tolol di partai tolol\nPartai Tolol untuk orang Tolol';1;1;0;1;0;0;0;0;1;0;1;0;admin tolol di partai tolol partai tolol untuk orang tolol ;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;
756;"Dear Someone, You make me feel so special until you change and leave.
#PrabowoGila";0;0;0;0;0;0;0;0;0;0;0;0;dear someone you make me feel so spesial until you change and leave prabowo gila;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
772;You can get gold medal you needddd cuz you're the host, but you wont deserve for world class. Pls teach me how to cheat #ShameOnYouMalaysia;1;0;0;1;0;0;0;0;1;0;1;0;you can get gold medal you need because you re the host but you wont deserve for world class tolong teach me how to cheat shame on you malaysia;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
786;Dear HTI and FPI mind ur own business please.. Thx;0;0;0;0;0;0;0;0;0;0;0;0;dear hizbut tahrir indonesia and front pembela islam mind kamu own business please terima kasih;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;
788;USER USER USER usir rohingya dari indonesia, krn rohingya sudah menistakan gadis budha di myanmar.;1;0;0;1;0;1;0;0;0;0;0;1;user user user usir rohingya dari indonesia karena rohingya sudah menistakan gadis buddha di myanmar ;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;
813;#PDIPerjuanganMenang Mereka, kaum sipit mau menguasai tambang Indonesia, kalian ketawa saja. Dasar tidak punya nasionalisme Indonesia. Lebih baik tidak usah ikut Pemilu bagi kalian yang dukung 2 periode. Dan hasilnya Tambang Indonesia dikuasai sipit dan;1;1;0;1;0;1;0;0;0;0;1;0; partai demokrasi indonesia perjuangan menang mereka kaum sipit mau menguasai tambang indonesia kalian tertawa saja dasar tidak punya nasionalisme indonesia lebih baik tidak usah ikut pemilihan umum bagi kalian  dukung periode dan hasilnya tambang indonesia dikuasai sipit dan;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;
834;USER USER USER USER USER Lu yg lebih dongo, suporter kok promosiin film wkwkwk sampe ikut berpolitik jga wkwkk #AingPersibAingPolitik';1;1;1;0;0;0;0;0;1;1;0;0;user user user user user kamu  lebih dungu suporter  promosikan film  sampai ikut berpolitik juga  aku persib saya politik ;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;
851;USER USER USER USER USER USER USER USER edan ..edan... \npokoknya #2019GantiPresiden \ndan usir china china keparat gak tau malu';1;1;0;1;0;1;0;0;0;0;1;0;user user user user user user user user gila gila pokoknya ganti presiden dan usir cina cina keparat tidak tau malu ;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;
858;Hajar ndan.. ganyang PKI URL;1;0;0;1;0;1;0;0;0;0;1;0;hajar dan ganyang partai komunis indonesia url;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;
873;#jokowiMUNDUR  SAVE OUR INDONESIA !!!!!;0;0;0;0;0;0;0;0;0;0;0;0; jokowi mundur save our indonesia ;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;
887;USER USER Cebong mana ngerti';1;1;1;0;0;0;0;0;1;1;0;0;user user kecebong mana mengerti ;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;
903;USER kunyuk Asia...antek asing;1;1;1;0;0;0;0;0;1;1;0;0;user kunyuk asia antek asing;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
917;USER Wah kesempatan neh langsung deh dimanfaatin buat pencitraaan oleh rezim..\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3';0;0;0;0;0;0;0;0;0;0;0;0;user  kesempatan nih langsung  dimanfaatkan buat pencitraan oleh rezim ;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;
920;USER Aku melu KAFIR';0;0;0;0;0;0;0;0;0;0;0;0;user aku ikut kafir ;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
926;fuck you gabener dan wagabener beserta teman2 bangsat lo.. my middle finger salute you all ÃÂ°ÃÂ¸Ã¢ÂÂÃ¢ÂÂ¢,,,,;1;1;0;1;0;0;0;0;1;0;1;0;fuck you tidak benar dan  tidak benar beserta teman teman bangsat kamu my tengah finger salut you all ;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;
944;Bisa jadi Warga Negara di INDONESIA\nitu seharusnya ANDA\nBANGGA.\nini malah bilank Soekarno PKI. \xe2\x80\x94 benar-benar marah';0;0;0;0;0;0;0;0;0;0;0;0;bisa jadi warga negara di indonesia itu seharusnya kamu bangga ini malah bilang soekarno partai komunis indonesia benar benar marah ;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;
952;USER POTONG ONTA SEPULUH CUKUP TYDACK';0;0;0;0;0;0;0;0;0;0;0;0;user potong unta sepuluh cukup tidak ;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;
991;USER USER USER Bawang putih itu sdg kafir haram lagi..\nHiks.hiks..hiks';1;1;1;0;0;0;0;0;1;1;0;0;user user user bawang putih itu sedang kafir haram lagi    ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
992;USER USER USER USER USER Kafir ada di Alquran....situ sehat???';0;0;0;0;0;0;0;0;0;0;0;0;user user user user user kafir ada di alquran kamu sehat ;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;
996;USER Indonesia 99% tetap ganti presiden kopanye nang ruhut #2019GantiPresiden #2019.;0;0;0;0;0;0;0;0;0;0;0;0;user indonesia tetap ganti presiden kampanye di ruhut ganti presiden ;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;
1020;USER USER USER USER USER Yang saya maksud domba idiot itu bukan ibu, tapi akun ini \xf0\x9f\x91\x89 USER \xf0\x9f\x91\x88';1;1;1;0;0;0;1;0;0;1;0;0;user user user user user  saya maksud domba idiot itu bukan ibu tapi akun ini user ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
1035;USER USER Penistaan bencong';0;0;0;0;0;0;0;0;0;0;0;0;user user penistaan bencong ;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
1040;USER Cocok itu prabowo ke Myanmar naik kuda.;1;0;1;0;0;0;0;0;1;1;0;0;user cocok itu prabowo ke myanmar naik kuda ;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;
1049;USER Pak USER walau Anda Muslim jangan lihat posting ini sbgi kebencian, ditulis demi kemajuan bangsa;0;0;0;0;0;0;0;0;0;0;0;0;user pak user walau kamu muslim jangan lihat posting ini sebagai kebencian ditulis demi kemajuan bangsa;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;
1056;Kadrun itu kadal gurun toh, why the world never telling me this shit.;0;1;0;0;0;0;0;0;0;0;0;0;kadal gurun itu kadal gurun  kenapa the world never telling me this shit ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
1123;RT USER: Pak USER percayalah saya. anda agak susah bisa jadi presiden lagi. Percayalah fatwa Nabi Palsu...;1;0;1;0;0;0;0;0;1;1;0;0;rt user pak user percayalah saya kamu agak susah bisa jadi presiden lagi percayalah fatwa nabi palsu ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
1175;USER halah kntl';1;1;1;0;0;0;0;1;0;1;0;0;user  kontol ;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
1190;USER USER Kafir kristen selalu buat ulah;1;1;0;1;1;0;0;0;0;0;1;0;user user kafir kristen selalu buat ulah;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
1215;Yang bunuh orang ahmadiyah, syiah emang pki yaaa;1;0;0;1;0;1;0;0;0;0;1;0; bunuh orang ahmadiyah syiah memang partai komunis indonesia ;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;
1238;RT USER: Tonton dong yang ini USER USER USER meskipun di Hina, Di intimidasi. USER tetep dateng ke bandung\xe2\x80\xa6';0;0;0;0;0;0;0;0;0;0;0;0;rt user tonton   ini user user user meskipun di hina di intimidasi user tetap datang ke bandung ;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;
1250;USER USER USER USER USER dulu sahabat sekarang jadi bangsad';1;1;1;0;0;0;0;0;1;1;0;0;user user user user user dulu sahabat sekarang jadi bangsat ;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
1267;USER Gaji Dpr mpr dan dpd aja....';0;0;0;0;0;0;0;0;0;0;0;0;user gaji dewan perwakilan rakyat majelis permusyawaratan rakyat dan dewan perwakilan daerah saja ;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;
1287;"You'll never walk alone
 USER  USER
#PrabowoSandi #2019GantiPresiden
#2019GaadaUN pic.twitter.com/2766nvsoAg";0;0;0;0;0;0;0;0;0;0;0;0;you ll never walk alone user user prabowo sandi ganti presiden tidak ada ujian nasional ;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;
1306;USER Ayo ngaku agama mu apa? Kristen? Protestan? Athies? Budha? Hindu? Ngaku dong, malu ya ama agama lo sendiri?';1;0;1;0;1;0;0;0;0;1;0;0;user ayo mengakui agama mu apa kristen protestan ateis buddha hindu mengakui  malu  sama agama kamu sendiri ;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;
1313;USER Lebih bagus kalau DPR yang di bubarkan;1;0;0;1;0;0;0;0;1;0;1;0;user lebih bagus kalau dewan perwakilan rakyat  di bubarkan;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;
1316;USER Pak USER sebagai pejabat negara, Anda hrs segera buat Kepres / RUU Islam Dilarang di Indonesia;1;0;0;1;1;0;0;0;0;0;0;1;user pak user sebagai pejabat negara kamu harus segera buat keputusan presiden rancangan undang undang islam dilarang di indonesia;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;
1324;Makanya USER itu bagian dari Koruptor.sebab dia paling kenceng minta KPK di bubarkan.fahrisetan URL;1;0;1;0;0;0;0;0;1;1;0;0;makanya user itu bagian dari koruptor sebab dia paling kencang meminta komisi pemberantasan korupsi di bubarkan fahri setan url;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;
1326;USER Mudah2an keluarga si gerung kena bom...';1;0;1;0;0;0;0;0;1;1;0;0;user mudah mudahan keluarga  gerung kena bom ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
1334;Saya SS fitnah anda !;0;0;0;0;0;0;0;0;0;0;0;0;saya screenshoot fitnah kamu ;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;
1344;USER Palestina antek aseng jg tohh....';1;0;0;1;0;1;0;0;0;0;1;0;user palestina antek asing juga  ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
1462;Indons : Alhamdulillah ya Allah udah nyelamatin anak2 Thailand \n\nThai : ??? yg nyelamatin kita manusia2 kapir. Bukan Tuhan lu, kontol!';1;1;1;0;0;0;0;1;0;1;0;0;indonesia alhamdulillah  allah sudah menyelamatkan anak anak thailand thailand  menyelamatkan kita manusia manusia kafir bukan tuhan kamu kontol ;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
1469;Fuck the god damn kadal gurun;1;1;1;0;0;0;0;0;1;1;0;0;fuck the god damn kadal gurun;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
1471;USER ...aku udik bangat si emang bisa gitu y di ta wan :(';0;0;0;0;0;0;0;0;0;0;0;0;user aku udik banget  memang bisa begitu iya di ta wan ;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;
1497;USER BENCONG TREAK BENCONG';1;1;1;0;0;0;0;1;0;1;0;0;user bencong teriak bencong ;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
1511;USER USER Tong kemana waktu pak presiden dihina';0;0;0;0;0;0;0;0;0;0;0;0;user user tong kemana waktu pak presiden dihina ;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;
1513;RT USER benci sekali dgn Umat Islam;1;0;0;1;1;0;0;0;0;0;1;0;rt user benci sekali dengan umat islam;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;
