Tweet;HS;Abusive;HS_Individual;HS_Group;HS_Religion;HS_Race;HS_Physical;HS_Gender;HS_Other;HS_Weak;HS_Moderate;HS_Strong;Tweet_Parsed
"USER USER USER Santai aje bro..; ; Meski gue udah biasa diblock, tak satu pun akun yg gue block.; ; Meski ada Block Masela, Block Mahakam, Block East Natuna, Block East Kalimantan, Block Attaka, Block Kasuri, dll...; ; I don't car";0;0;0;0;0;0;0;0;0;0;0;0;guna guna guna santai saja bro meski aku sudah biasa blok tidak satu  akun  aku blok meski ada blok masa blok mahakam blok east natuna blok timur kalimantan blok attaka blok kasur dan lie lie saya tidak t mobil
"Binaan Lapas Pasuruan Terancam Kehilangan Hak Pilih;";0;0;0;0;0;0;0;0;0;0;0;0;bina lembaga masyarakat pasuruan ancam hilang hak pilih
"People on internet commenting mame's visual
""so cute...look at rhis puppy boy uwu""
""he's really 80% shiba inu..""
And I agree
Meanwhile my indonesian friend
""imut ih kayak anak anjing..""
Bentar2... Kok gue gak terima yak??!?";0;0;0;0;0;0;0;0;0;0;0;0;orang di internet komentar mame visual  lihat begitu lucu di anjing anak rhis  dia benar benar shiba inu dan saya tuju sementara teman indonesia saya imut  kayak anak anjing bentar bentar  aku tidak terima 
USER Kegaduan di mulai adu domba di komporin ciribkhas modus penjajah menggunakan para kacung, waspada komunis ekonomi dan wilyah NKRI relah di jajah, pribumi dan agama di adu.. Sabu di sebar, eksodus TKA RRC 157.000 data SPSI berbekal waji;1;1;0;1;0;0;0;0;1;0;1;0;guna gaduh di mulai adu domba di kompor ciri khas modus jajah use para kacung waspada komunis ekonomi dan wilayah negara satu republik indonesia telah di jajah pribumi dan agama di adu sabu di sebar eksodus tenaga kerja asing republik rakyat cina data serikat kerja seluruh indonesia bekal wajik
USER Lu enak2 makan gaji buta, uang raktat cm bermodal mulut sampah lu Ri. Ga malu ?';1;1;1;0;0;0;0;0;1;1;0;0;guna kamu enak enak makan gaji buta duit rakyat cuma modal mulut sampah kamu republik indonesia tidak malu
"USER yg penting gronbrekeng, gunting pita,; manajemen proyek tahap2nya lewatin aj lah; KEAHLIAN CEBONG HANYA 1, TUKANG TIPU !!!; cebong mah gitu, goblok nggak ketulungan. Plonga plongo mengakibatkan optimisme berlebihan; ; #2019GantiPresiden #Plo";1;1;0;1;0;0;0;0;1;0;1;0;guna  penting groundbreaking gunting pita manajemen proyek tahap tahap lewat saja  ahli kecebong cuma tukang tipu kecebong  begitu goblok tidak ketulungan plonga plongo akibat optimisme lebih ganti presiden plo
There is no Malaysia anymore. It's MalayCHEAT? Ã°ÂÂÂ #ShameOnYouMalaysia #SEAGames2017;1;0;0;1;0;0;0;0;1;0;1;0;tidak ada malaysia lagi itu malaysia curang malu pada anda malaysia laut game 
USER Krn itu bbrp milih main di rusia, turki, china krn katanya sih tax heaven \nAlias 48G wes paling bener sambil angkat sekali lagi lightstick mu kawan di sayidan di jalanan tuangkan air kedamaian.';0;0;0;0;0;0;0;0;0;0;0;0;guna karena itu beberapa pilih main di rusia turki cina karena kata  surga pajak alias empat dalam puluh delapan gram sudah pagar benar sambil angkat sekali lagi lightstick mu kawan di sayid di jalan tuang damai udara
Pilkada Jawa Timur yg paling ayem dan santai, Cagub dan rakyatnya juga adem karena sudah dewasa dalam politik, saya bangga sbg arek suroboyo;0;0;0;0;0;0;0;0;0;0;0;0;pilih kepala daerah jawa timur  pucat adem dan santai calon gubernur dan rakyat also adem karena sudah dewasa heart politik saya bangga bagai arek surabaya
#nctea dulu kukira renjun member korea dan jungwoo member asing. Gimana tho:(';0;0;0;0;0;0;0;0;0;0;0;0;nctea dulu aku kira anggota korea anggota jungwoo dan renjun asing bagaimana meski
USER Tendang pelan2 49% asing...#2019TetapJokowi';0;0;0;0;0;0;0;0;0;0;0;0;guna tendang pelan pelan asing tetap jokowi
Saya suka video USER;0;0;0;0;0;0;0;0;0;0;0;0;guna video saya suka
USER Tiati euy bayu gatra edan pisan lah';0;1;0;0;0;0;0;0;0;0;0;0;guna hati hati  bayu gatra gila banget 
USER USER USER USER Setuju. Memang PKS bukan PKI. Cara2 PKI ini persis seperti cara2 pks menggaet golongan akar rumput dengan isu2 agama. Maka dari itu PKS disebut sbg partai komunis syariah.';1;0;0;1;1;1;0;0;0;0;1;0;guna guna guna guna tuju memang partai adil sejahtera bukan partai komunis indonesia cara cara partai komunis indonesia nyanyi  terus terus seperti cara cara partai adil sejahtera gaet golong akar rumput dengan isu isu agama maka dari itu partai adil sejahtera sebut bagai partai komunis syariat
USER USER USER wew penjilat penghina Habib, gimana loe mau minta syafaat bonggg cucu baginda Nabi loe hina-hina begini';1;1;1;0;1;0;0;0;0;1;0;0;guna guna guna  jilat hina habib bagaimana kamu mau minta syafaat kecebong cucu baginda nabi kamu hina hina begini
"USER sikap apa emang yg diharapkan soal 65, papua, lgbt, dan hak-hak sipil? berani bilang pki gak bersalah, papua berhak merdeka, lgbt harus dihargai eksistensi &amp; hak2nya, hak sipil harus dipenuhi? boleh aja. orang bebas bersikap, bergantung";0;0;0;0;0;0;0;0;0;0;0;0;guna sikap apa memang  harap soal papua lesbian transgender biseksual gay dan hak hak sipil berani bilang partai komunis indonesia tidak salah papua hak merdeka lesbian gay biseksual transgender harus harga eksistensi hak hak hak sipil harus penuh boleh saja orangutan prabayar bebas sikap gantung
Rightfully so. RT tell Israel to go fuck itself, tell em I said so okay? Meanwhile, in the US, they are trying to get a bill passed that would completely decriminalize the immigrants from ALL crimes. Called a new way forward this bill is devious.;1;1;0;1;0;0;0;0;1;0;1;0;memang harus begitu rt memberitahu israel untuk pergi apa itu sendiri memberitahu em saya kata sementara sehingga ok di kita mereka coba untuk dapat bon lalu  benar benar akan dekriminalisasi imigran dari seluruh jahat  sebut cara baru ke depan bon ini licik
"6. USER maksa banget pingin jadi Presiden padahal MAS paling Cuma bisa jadi maling uang rakyat.&amp; gaya pilitiknya selalu pakai ayat, mayat dan agama. Demi ambisi!! Orang seperti ini otaknya normal apa gk ya? #MardaniKelimpungan";1;1;1;0;0;0;0;0;1;1;0;0; guna paksa banget ingin jadi presiden padahal ma pagar hanya can jadi maling duit rakyat gaya politik selalu pakai ayat mayat dan agama demi ambisi orangutan seperti nyanyi otak  normal apa tidak  mardani kelimpungan
USER USER tangkap segera ustot bajingan ini!! URL;1;1;1;0;0;0;0;0;1;0;0;1;guna guna tangkap segera ustaz bajing nyanyi url
IPK 3,5 ra ono artine nek ra iso bahasa Inggris. Padahal jurusan bahasa neng SMA bukanlah jurusan yg favorit. Tapi Iso bahasa Inggris = modal awal golek gawean. Milih jadi TKI di Singapura yg berangkat tanpa gelar tapi pulang dah bisa ngomong bahasa Ingg;0;0;0;0;0;0;0;0;0;0;0;0;indeks prestasi kumulatif ra ono arti nek ra can bahasa inggris padahal jurus bahasa neng sama bukan jurus  favorit tapi can bahasa inggris modal awal golek kerja pilih jadi tenaga kerja indonesia di singapura  berangkat tanpa sedang gelar tapi pulang sudah bisa bicara bahasa ing
USER USER Tunjukkan di dunia ini ada pernah Muslim membantai umat lain ?????? TUNJUKKAN bung !!!!!;1;0;1;0;0;0;0;0;1;1;0;0;guna guna tunjuk di dunia nyanyi ada pernah muslim bantai umat lie tunjuk bung
"Buku Langka&gt; Tarich Agama Islam. ; Oleh; H. O. S. Tjokroaminoto. ; Tahun 1950. 183 Halaman. ; Hardcover. Harga 450.000. Minat?";0;0;0;0;0;0;0;0;0;0;0;0;buku langka tarich agama islam oleh h o si tjokroaminoto tahun halaman hard cover harga minat
Most of that was the past though. Should he be confined to only speaking 20 year old ideals because that's what people remember of him? He growing we should let him, no?;0;0;0;0;0;0;0;0;0;0;0;0;pucat dari  meski pasti ia harus bata pada hanya bicara cita cita usia tahun karena itu apa orang ingat dari dia tumbuh kita harus biar dia ada
"USER USER USER Setipe sama yang dibelain. \nKata andalan ""cebong"" adalah pemuas syahwatnya \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82'";0;0;0;0;0;0;0;0;0;0;0;0;guna guna guna tipe sama  bela kata andal kecebong adalah muas syahwat
jangan heran pemerintahan jokowi sekarang ini budaknya kulinya cina2 ahok kafir dan 9 naga...;1;1;1;0;0;1;0;0;0;1;0;0;jangan heran perintah jokowi sekarang nyanyi budak kuli cina cina ahok kafir dan naga
Presiden USER hadiri Milad PMII. selamat ultah PMII ~ USER USER USER USER #2019TetapJokowi #Jokowi2Periode #JokowiDuaPeriode #JokowiMembangunIndonesia;0;0;0;0;0;0;0;0;0;0;0;0;presiden guna hadir milad gera mahasiswa islam indonesia selamat ulang tahun gera mahasiswa islam indonesia guna guna guna guna difference jokowi jokowi doa periode jokowi doa periode jokowi bangun indonesia
"#lrt ya allah :(( barel ada barang diduga bom??? Merinding asli ya allah takut, mana td sempet mo beli dimsum gak kebayang kalo sampe ""kejadian"" \xf0\x9f\x98\xad\xf0\x9f\x98\xad'";0;0;0;0;0;0;0;0;0;0;0;0;light rail transit  allah barel ada barang duga bom merinding asli  allah takut mana tadi sempat mau beli dimsum tidak bayang kalau sampai jadi
USER Dimaklumin aja, namanya juga KAMPRET, semua serba terbalik, hidupnya juga terbalik, menggelantung. Wajar kalau segala pemikirannya juga terbalik, kepalapun bau pesing karena kencingpun harus terbalik pula membasahi kepalanya. Pesing tak selalu;1;1;0;1;0;0;0;0;1;0;1;0;guna maklum saja nama also kampret semua serba balik hidup also balik gelantung wajar kalau segala pikir also balik kepala bau pesing karena kencing harus balik pula basah kepala pesing tidak selalu
RT USER: Hoax adalah ari ari politik pak jokowi Kebohongan sama dengan hoax hoax adalah kita wakwaww;1;0;1;0;0;0;0;0;1;1;0;0;rt guna hoaks adalah ari ari politik pak jokowi bohong sama dengan hoaks hoaks adalah kitd 
"#Indonesia is mourning the #death of #SalahuddinWahid, a prominent #Muslim cleric, #lawmaker and #democracy fighter.
Read more...  http://ow.ly/bEfB50ybCckÃÂ 
 USER  USER  USER";0;0;0;0;0;0;0;0;0;0;0;0;indonesia adalah ratap mati salahuddinwahid  tonjol muslim ulama anggota parlemen dan demokrasi tempur baca lebih user friendly guna
"USER Temen gue ada yg errr gue ga tau dia psiko apa engga tpi dia pernah ada laba"" lewat teros diinjek teros di makan\n\nEh sarap sih itu namanya'";0;1;0;0;0;0;0;0;0;0;0;0;guna teman aku ada  errr aku tidak tau dia psiko apa tidak tetapi dia pernah ada agro lewat terus injak terus di makan  sarap  itu nama
lewat kamar kamu liat kamu elusin memek/ heh ngapain itu tangannya? -barom fc';0;1;0;0;0;0;0;0;0;0;0;0;lewat kamar kamu lihat kamu elusi memek ia apa itu tangan barom cinta
"You're so handsome, but short. Wkwkkw.
#2019GantiPresiden";0;1;0;0;0;0;0;0;0;0;0;0;anda kembali begitu tampan tapi pendek  presiden ganti
"Masak bikin Riwayat kturunan ga bs! ; Sy umumkan darah sy; ; Ibu sy; Eci Diaman Tuti binti K.H Ahmad Yasadipura; Istri kakek saya R.A Karlina; ; Bapak sy; Indra Wijaya bin S.R.M (Sutan Rangkayo Mulia) H. Zaenal Arifin ; Istri kakek saya Hj Nurdiana; ; Cate";0;0;0;0;0;0;0;0;0;0;0;0;masak buat riwayat turun tidak can aku umum darah aku ibu aku eci diam tuti binti k h ahmad yasa adipura istri kakek saya r a karlina bapak aku indra wijaya bin si r sama sutan rangkayo mulia h zaenal arifin istri kakek saya hj nurdiana cate
USER Dimanfaatkan utk politik rezim...';0;0;0;0;0;0;0;0;0;0;0;0;guna manfaat untuk review politik rezim
Menurut kalian say enakan jilmek memek mulus apa memek yang lebat bulunya yang bikin sensasi?';0;1;0;0;0;0;0;0;0;0;0;0; turut kalian kata enak jilat memek memek mulus apa memek  lebat bulu  buat sensasi
USER \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 bencong idiot it kl yg ga berani pk akun asli buat sebar hoax dan fitnah, nah skrng cb liat aja akun lu cong \xf0\x9f\x98\x82\xf0\x9f\x98\x82';1;1;1;0;0;0;1;1;0;1;0;0;guna bencong bodoh itu kalau  tidak berani pak akun asli buat sebar hoaks dan fitnah  sekarang coba lihat saja akun kamu cong
"Thin, but big liar  USER
#IncumbentInProblems
Ã°ÂÂÂ®Ã°ÂÂÂ©Ã°ÂÂÂ®Ã°ÂÂÂ©
#KpuJanganCurang
#SaveOurDemocracy https://twitter.com/Jhon_Khaneddy/status/1119441423823097856ÃÂ Ã¢ÂÂ¦";1;0;1;0;0;0;0;0;1;1;0;0;tipi tapi gede bohong guna incumbent dalam masalah komisi pilih umum jangan curang simpan demokrasi kita
USER Waduh, adminnya ga ada dukungan teknis dr ahli ekonomi partai ya. Akun resmi partai harus dimanfaatkan utk komunikasikan pesan yg berarti dan mendidik, paling tidak utk anggota dan simpatisannya.;0;0;0;0;0;0;0;0;0;0;0;0;guna  adminnya tidak ada dukung teknis dari ahli ekonomi partai  akun resmi partai harus manfaat untuk review komunikasi pesan  arti dan didik pagar tidak untuk review anggota dan simpatisan
For fuck sake mcdonalds's breakfast should be up for 24 hours, those damn muffins;0;1;0;0;0;0;0;0;0;0;0;0;untuk mcdonalds demi cinta sarap harus untuk jam muffin sial
RT USER kalau jokowi ga bs diingatkan... mundur aja jendral.. bantai doi th 2019 lewat pemilihan presiden;1;0;1;0;0;0;0;0;1;0;0;1;rt guna kalau jokowi tidak can ingat mundur saja jenderal bantai dia tahun lewat pilih presiden
"If you feel it was unfair, it's your right. Walk out because you were so angry? up to you. But  if your short temper and damaging the facility & refused say sorry, it's rude. That's not what sport is.
#shameonyoualjufferi
#shameonyoumalaysia
#shameonyoumalingsia
#AsianGames2018";0;0;0;0;0;0;0;0;0;0;0;0;jika anda rasa itu tidak adil itu anda jalan keluar karena anda begitu marah hingga anda tetapi jika marah pendek dan rusak fasilitas tolak kata maaf itu kasar  tidak apa olahraga adalah malu pada anda aljufferi malu pada anda malaysia malu pada anda malaysia asi game 
"Agama adalah energi, disatu sisi ia bisa konstruktif, dan disisi satu lain agama bisa merusak; yang demikian bukanlah agama yang bermasalah, namun orang-orang yang berbicara atas nama Agama, itulah Masalahnya.; ; - Syaikh Abdullah Bin Bayyah";0;0;0;0;0;0;0;0;0;0;0;0;agama adalah energi satu sisi besarbesaran can konstruktif dan di sisi satu lie agama can rusak  bukan demikian agama  masalah namun orangutan orangutan  bicara atas nama agama itu masalah syaikh abdallah bin bayyah
"USER ada nama panggilanya ""yasuko"" entah alesanya apa ya? cuman dulu waktu kecil aku itu gendut,mata nya sipit, yah gitu lahh ~~ #SSemangatpagi'";0;0;0;0;0;0;0;0;0;0;0;0;guna ada nama di panggil yasuko entah ala apa  hanya dulu waktu kecil aku itu gendut mata  sipit  begitu  semangat pagi
USER Tebal banget bentuk memek ya tante';0;1;0;0;0;0;0;0;0;0;0;0;guna tebal banget bentuk memek  tante
USER Bacot bae lu ah';1;1;1;0;0;0;0;0;1;1;0;0;guna bacot saja kamu 
Siapapun gubernur dan presidennya, rakyatnya, ya kitaÃÂ² juga...;0;0;0;0;0;0;0;0;0;0;0;0;siapa gubernur dan presiden rakyat  kitd also
RT USER: #RETWEET \nHijab Sangek Pengen Dientot\n\n(Part 2)\n\n#blowjob #kontol #hijab #ngentothijab #sepongkontol \n#sangeberat #san\xe2\x80\xa6';0;1;0;0;0;0;0;0;0;0;0;0;rt guna tweet jilbab sange ingin bagi dingentot mahasiswi kontol jilbab ngentot orangutan hijab sepong kontol sange berat san
USER Karna lu jbjbnya udah siang coba tdi pagi pasti masih pagi yakan? Tolong jangan goblok tang wkwk';0;1;0;0;0;0;0;0;0;0;0;0;guna karena kamu gabung bareng gabung bareng sudah siang coba tadi pagi pasti masih pagi iya tolong jangan goblok tang 
Presiden USER Keluhkan Minimnya Publikasi Asian Games XVIII #AsianGames2018;0;0;0;0;0;0;0;0;0;0;0;0;presiden guna keluh minim publikasi asi game tanding asi 
USER LAHH ITU DN LU BUNDA GEBLEK';1;1;1;0;0;0;0;0;1;1;0;0;guna  itu dan kamu bunda geblek
USER USER Tenggelamkan....itu bocah kepalanya korengan yg maha sombong selangit. Nangislaj kau keparat dlm wkt secepatnya';1;1;1;0;0;0;1;0;0;1;0;0;guna guna tenggelam itu bocah kepala koreng  maha sombong langit menang kamu keparat heart waktu cepat
USER USER USER USER USER USER USER ngakak bat jancuk wkwk';0;1;0;0;0;0;0;0;0;0;0;0;guna guna guna guna guna guna guna akak banget jancuk 
vote for yet another rich piece of shit that will absolutely NOT stop with the US imperialist crusade in the middle east and will keep funding saudi arabia and israel to genocide the yemeni and the palestinians? nah fam im good;0;1;0;0;0;0;0;0;0;0;0;0;pilih untuk belum potong kaya lie omong kosong itu benar benar tidak akan henti dengan  kita imperialis perang salib di tengah timur dan akan terus dana saudi arabia dan israel ke genosida yaman dan palestina  fam saya baik
USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER Lah emang sekarang presiden nya prabowo ,tolol boleh goblok kurangi ,';1;1;1;0;0;0;0;0;1;1;0;0;guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna  memang sekarang presiden  prabowo tolol boleh goblok kurang
Fuck bitch anjing bangsat tolol bego tai stupid  https://twitter.com/answertheseq/status/616090879309189121ÃÂÃÂ ÃÂ¢Ã¢ÂÂ¬ÃÂ¦,,,,;0;1;0;0;0;0;0;0;0;0;0;0;cinta jalang anjing bangsat tolol bego tai bodoh
Fuck i love this.. My sperm close more;0;1;0;0;0;0;0;0;0;0;0;0;apa i love this sperma saya dekat lebih
"#TolakPerpresTKA; #TolakPerpresTKA; #2019GantiPresiden; #2019PresidenBaru; ; Hai mahasiswa Indonesia, nih ada hadiah lipstik dan kolor untuk kalian dari seorang kakek tukang beca";1;0;0;1;0;0;0;0;1;0;1;0;tolak atur presiden tenaga kerja asing tolak atur presiden tenaga kerja asing ganti presiden presiden baru  mahasiswa indonesia nih ada hadiah lipstik dan kolor untuk review kalian dari orang kakek tukang becak
"Make Our Country Great Again.

#2019GantiPresiden  pic.twitter.com/mimKxf1EqD";0;0;0;0;0;0;0;0;0;0;0;0;buat negara kita  besar lagi ganti presiden
Ã¢ÂÂI'm about to lose control and I think I like it!' Ã°ÂÂÂ¶ Ã°ÂÂÂ¼ Ã°ÂÂÂµ Ã°ÂÂÂµ pic.twitter.com/bwLgR4xTm5;0;0;0;0;0;0;0;0;0;0;0;0;sama saya akan hilang kendali dan saya pikir saya seperti itu
"Life is worth #travelling to places of tranquillity & #Bali is certainly a perfect place to travel with Fiesta Next !

For Reservations, visit us at:  http://www.fiestanext.com/ÃÂ 
#nature #tripbali #semarang #nusapenidatrip #cepiring #ustadabdulsomad #hti #fpi #saudiarabian pic.twitter.com/n1q5KXpmSM";0;0;0;0;0;0;0;0;0;0;0;0;hidup layak jalan ke tempat tempat tenang bal tentu saja rupa tempat  sempurna untuk dengan jalan fiesta ikut untuk mesan unjung kami di jalan alam bal semarang nusa penida jalan cepiring ustad abdul somad hizbut tahrir indonesia front bela islam saudiarabian
Saatnya Di lengserkan. lengserkan jokowi;1;0;1;0;0;0;0;0;1;0;0;1;saat di lengser lengser jokowi
"Worst seagames ever
#ShameOnYouMalaysia #ShameOnYouMalaysia";0;0;0;0;0;0;0;0;0;0;0;0;sea game buruk  pernah malu pada anda malaysia malu pada anda malaysia
