Tweet;HS;Abusive;HS_Individual;HS_Group;HS_Religion;HS_Race;HS_Physical;HS_Gender;HS_Other;HS_Weak;HS_Moderate;HS_Strong;Tweet_Parsed
\xe2\x80\x9cyang menyebabkan agama itu cacat ialah hawa nafsu.\xe2\x80\x9d - HR Asysyihaa;0;0;0;0;0;0;0;0;0;0;0;0; menyebabkan agama itu cacat ialah hawa nafsu hari asysyihaab
His organization which is Islamic Defender Front or in Indonesia(Front Pembela Islam/FPI) supporting HTI(Hizbut Tahrir Indonesia) which is affiliate with ISIS(Islamic Global terrorism). learder of FPI, Rizieq often criticize Indonesia Goverment, who ban HTI organization.;1;0;0;1;1;0;0;0;0;0;1;0;organisasinya  islam bek orangutan depan di indonesia front pembela islam front pembela islam mendukung hizbut tahrir indonesia hizbut tahrir indonesia  merupakan afiliasi dengan isis islam learder terorisme global pembela depan islam rizieq sering mengkritik indonesia pemerintah  melarang hizbut tahrir indonesia organisasi
Wah klau di Indonesia bisa diboikot tuh banknya. Iran negara islam aja trima uang cina URL;1;0;0;1;0;1;0;0;0;0;1;0; kalau di indonesia can diboikot itu banknya iran negara islam saja terima duit cina url
Indonesia saat ini sedang darurat teroris, berbagai rentetan kejadian terorisme terjadi di Kota Surabaya dan Sidoarjo. Di Surabaya, bom meledak di 3 gereja dan mapolrestabes. Menurut artikel yg saya baca, pelaku dari aksi teror ini adalah 1 keluarga.\n.;0;0;0;0;0;0;0;0;0;0;0;0;indonesia sebelumnya saat ini sedang darurat teroris different rentetan kejadian terorisme terjadi di kota surabaya dan sidoarjo di surabaya bom meledak di gereja dan markas kepolisian resor kota gede menurut artikel  saya baca pelaku dari aksi teror penyanyi adalah keluarga
HahhahaHhH.... Fuck n miss all of you... Bangsat!!! Nazif chivas... Farouqy mabookkkk...,,,,;0;1;0;0;0;0;0;0;0;0;0;0; apaan dan rindu kalian semua bangsat nazif chivas farouqy mabuk
RT USER USER USER USER Bener kamu ngga ada apa-apa nya;1;0;1;0;0;0;0;0;1;1;0;0;rt pengguna pengguna pengguna pengguna benar kamu tidak ada apa apa 
USER USER Bencong tu apa';0;0;0;0;0;0;0;0;0;0;0;0;pengguna pengguna bencong itu apa
Emang kalo temennya makan sampah kita jg harus makan sampah gtu? Kan gk sih ya.';0;0;0;0;0;0;0;0;0;0;0;0;memang kalau temannya makan sampah kitd also harus makan sampah begitu  tidak  
percuma dapat banyak medali kalo ujung-ujungnya cuma diajak teriak KAFIR LENGSERKAN..;1;1;0;1;1;0;0;0;0;0;0;1;percuma dapat banyak medali kalau ujung ujungnya hanya diajak teriak kafir lengserkan
"USER USER USER Santai aje bro..; ; Meski gue udah biasa diblock, tak satu pun akun yg gue block.; ; Meski ada Block Masela, Block Mahakam, Block East Natuna, Block East Kalimantan, Block Attaka, Block Kasuri, dll...; ; I don't car";0;0;0;0;0;0;0;0;0;0;0;0;pengguna pengguna pengguna santai saja bro meski aku sudah biasa diblok tidak satu  akun  aku blok meski ada blok masa blok mahakam blok east natuna blok timur kalimantan blok attaka blok kasuri dan lain lain saya tidak t mobil
"Binaan Lapas Pasuruan Terancam Kehilangan Hak Pilih;";0;0;0;0;0;0;0;0;0;0;0;0;binaan lembaga pemasyarakatan pasuruan terancam kehilangan hak pilih
"People on internet commenting mame's visual
""so cute...look at rhis puppy boy uwu""
""he's really 80% shiba inu..""
And I agree
Meanwhile my indonesian friend
""imut ih kayak anak anjing..""
Bentar2... Kok gue gak terima yak??!?";0;0;0;0;0;0;0;0;0;0;0;0;orang di internet berkomentar mame visual  terlihat begitu lucu di anjing anak rhis  dia benar benar shiba inu dan saya setuju sementara teman indonesia saya imut  kayak anak anjing bentar bentar  aku tidak terima 
USER Kegaduan di mulai adu domba di komporin ciribkhas modus penjajah menggunakan para kacung, waspada komunis ekonomi dan wilyah NKRI relah di jajah, pribumi dan agama di adu.. Sabu di sebar, eksodus TKA RRC 157.000 data SPSI berbekal waji;1;1;0;1;0;0;0;0;1;0;1;0;pengguna kegaduhan di mulai adu domba di kompori ciri khas modus penjajah using para kacung waspada komunis ekonomi dan wilayah negara kesatuan republik indonesia telah di jajah pribumi dan agama di adu sabu di sebar eksodus tenaga kerja asing republik rakyat cina data serikat pekerja seluruh indonesia berbekal wajik
USER Lu enak2 makan gaji buta, uang raktat cm bermodal mulut sampah lu Ri. Ga malu ?';1;1;1;0;0;0;0;0;1;1;0;0;pengguna kamu enak enak makan gaji buta duit rakyat cuma bermodal mulut sampah kamu republik indonesia tidak malu
"USER yg penting gronbrekeng, gunting pita,; manajemen proyek tahap2nya lewatin aj lah; KEAHLIAN CEBONG HANYA 1, TUKANG TIPU !!!; cebong mah gitu, goblok nggak ketulungan. Plonga plongo mengakibatkan optimisme berlebihan; ; #2019GantiPresiden #Plo";1;1;0;1;0;0;0;0;1;0;1;0;pengguna  penting groundbreaking gunting pita manajemen proyek tahap tahapnya melewati saja  keahlian kecebong cuma tukang tipu kecebong  begitu goblok tidak ketulungan plonga plongo mengakibatkan optimisme berlebihan ganti presiden plo
There is no Malaysia anymore. It's MalayCHEAT? Ã°ÂÂÂ #ShameOnYouMalaysia #SEAGames2017;1;0;0;1;0;0;0;0;1;0;1;0;tidak ada malaysia lagi itu malaysia curang malu pada anda malaysia laut games 
USER Krn itu bbrp milih main di rusia, turki, china krn katanya sih tax heaven \nAlias 48G wes paling bener sambil angkat sekali lagi lightstick mu kawan di sayidan di jalanan tuangkan air kedamaian.';0;0;0;0;0;0;0;0;0;0;0;0;pengguna karena itu beberapa memilih main di rusia turki cina karena katanya  surga pajak alias empat dalam puluh delapan gram sudah pagar benar sambil angkat sekali lagi lightstick mu kawan di sayidan di jalanan tuangkan kedamaian udara
Pilkada Jawa Timur yg paling ayem dan santai, Cagub dan rakyatnya juga adem karena sudah dewasa dalam politik, saya bangga sbg arek suroboyo;0;0;0;0;0;0;0;0;0;0;0;0;pemilihan kepala daerah jawa timur  memucat adem dan santai calon gubernur dan rakyatnya also adem karena sudah dewasa hearts politik saya bangga sebagai arek surabaya
#nctea dulu kukira renjun member korea dan jungwoo member asing. Gimana tho:(';0;0;0;0;0;0;0;0;0;0;0;0;nctea dulu aku kira anggota korea anggota jungwoo dan renjun asing bagaimana meskipun
USER Tendang pelan2 49% asing...#2019TetapJokowi';0;0;0;0;0;0;0;0;0;0;0;0;pengguna tendang pelan pelan asing tetap jokowi
Saya suka video USER;0;0;0;0;0;0;0;0;0;0;0;0;pengguna video saya suka
USER Tiati euy bayu gatra edan pisan lah';0;1;0;0;0;0;0;0;0;0;0;0;pengguna hati hati  bayu gatra gila banget 
USER USER USER USER Setuju. Memang PKS bukan PKI. Cara2 PKI ini persis seperti cara2 pks menggaet golongan akar rumput dengan isu2 agama. Maka dari itu PKS disebut sbg partai komunis syariah.';1;0;0;1;1;1;0;0;0;0;1;0;pengguna pengguna pengguna pengguna setuju memang partai keadilan sejahtera bukan partai komunis indonesia cara cara partai komunis indonesia penyanyi  terus menerus seperti cara cara partai keadilan sejahtera menggaet golongan akar rumput dengan isu isu agama maka dari itu partai keadilan sejahtera disebut sebagai partai komunis syariat
USER USER USER wew penjilat penghina Habib, gimana loe mau minta syafaat bonggg cucu baginda Nabi loe hina-hina begini';1;1;1;0;1;0;0;0;0;1;0;0;pengguna pengguna pengguna  penjilat penghina habib bagaimana kamu mau meminta syafaat kecebong cucu baginda nabi kamu hina hina begini
"USER sikap apa emang yg diharapkan soal 65, papua, lgbt, dan hak-hak sipil? berani bilang pki gak bersalah, papua berhak merdeka, lgbt harus dihargai eksistensi &amp; hak2nya, hak sipil harus dipenuhi? boleh aja. orang bebas bersikap, bergantung";0;0;0;0;0;0;0;0;0;0;0;0;pengguna sikap apa memang  diharapkan soal papua lesbian transgender biseksual gay dan hak hak sipil berani bilang partai komunis indonesia tidak bersalah papua berhak merdeka lesbian gay biseksual transgender harus dihargai eksistensi hak haknya hak sipil harus dipenuhi boleh saja orangutan prabayar bebas bersikap bergantung
Rightfully so. RT tell Israel to go fuck itself, tell em I said so okay? Meanwhile, in the US, they are trying to get a bill passed that would completely decriminalize the immigrants from ALL crimes. Called a new way forward this bill is devious.;1;1;0;1;0;0;0;0;1;0;1;0;memang seharusnya begitu rt memberitahu israel untuk pergi apaan itu sendiri memberitahu em saya mengatakan sementara sehingga ok di kita mereka mencoba untuk mendapatkan bon berlalu  benar benar akan dekriminalisasi imigran dari seluruh kejahatan  disebut cara baru ke depan bon ini licik
"6. USER maksa banget pingin jadi Presiden padahal MAS paling Cuma bisa jadi maling uang rakyat.&amp; gaya pilitiknya selalu pakai ayat, mayat dan agama. Demi ambisi!! Orang seperti ini otaknya normal apa gk ya? #MardaniKelimpungan";1;1;1;0;0;0;0;0;1;1;0;0; pengguna memaksa banget ingin jadi presiden padahal mas pagar hanya can jadi maling duit rakyat gaya politiknya selalu pakai ayat mayat dan agama demi ambisi orangutan seperti penyanyi otaknya  normal apa tidak  mardani kelimpungan
USER USER tangkap segera ustot bajingan ini!! URL;1;1;1;0;0;0;0;0;1;0;0;1;pengguna pengguna tangkap segera ustaz bajingan penyanyi url
IPK 3,5 ra ono artine nek ra iso bahasa Inggris. Padahal jurusan bahasa neng SMA bukanlah jurusan yg favorit. Tapi Iso bahasa Inggris = modal awal golek gawean. Milih jadi TKI di Singapura yg berangkat tanpa gelar tapi pulang dah bisa ngomong bahasa Ingg;0;0;0;0;0;0;0;0;0;0;0;0;indeks prestasi kumulatif ra ono artinya nek ra can bahasa inggris padahal jurusan bahasa neng sama bukanlah jurusan  favorit tapi can bahasa inggris modal awal golek pekerjaan memilih jadi tenaga kerja indonesia di singapura  berangkat tanpa sedangkan gelar tapi pulang sudah bisa bicara bahasa ing
USER USER Tunjukkan di dunia ini ada pernah Muslim membantai umat lain ?????? TUNJUKKAN bung !!!!!;1;0;1;0;0;0;0;0;1;1;0;0;pengguna pengguna tunjukan di dunia penyanyi ada pernah muslim membantai umat lain tunjukan bung
"Buku Langka&gt; Tarich Agama Islam. ; Oleh; H. O. S. Tjokroaminoto. ; Tahun 1950. 183 Halaman. ; Hardcover. Harga 450.000. Minat?";0;0;0;0;0;0;0;0;0;0;0;0;buku langka tarich agama islam oleh h o si tjokroaminoto tahun halaman hard cover harga minat
Most of that was the past though. Should he be confined to only speaking 20 year old ideals because that's what people remember of him? He growing we should let him, no?;0;0;0;0;0;0;0;0;0;0;0;0;memucat dari  meskipun pasti ia harus terbatas pada hanya berbicara cita cita berusia tahun karena itu apa orang ingat dari dia tumbuh kita harus membiarkan dia ada
"USER USER USER Setipe sama yang dibelain. \nKata andalan ""cebong"" adalah pemuas syahwatnya \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82'";0;0;0;0;0;0;0;0;0;0;0;0;pengguna pengguna pengguna setipe sama  dibela kata andalan kecebong adalah pemuas syahwatnya
jangan heran pemerintahan jokowi sekarang ini budaknya kulinya cina2 ahok kafir dan 9 naga...;1;1;1;0;0;1;0;0;0;1;0;0;jangan heran pemerintahan jokowi sekarang penyanyi budaknya kulinya cina cina ahok kafir dan naga
Presiden USER hadiri Milad PMII. selamat ultah PMII ~ USER USER USER USER #2019TetapJokowi #Jokowi2Periode #JokowiDuaPeriode #JokowiMembangunIndonesia;0;0;0;0;0;0;0;0;0;0;0;0;presiden pengguna hadiri milad pergerakan mahasiswa islam indonesia selamat ulang tahun pergerakan mahasiswa islam indonesia pengguna pengguna pengguna pengguna differences jokowi jokowi doa periode jokowi doa periode jokowi membangun indonesia
"#lrt ya allah :(( barel ada barang diduga bom??? Merinding asli ya allah takut, mana td sempet mo beli dimsum gak kebayang kalo sampe ""kejadian"" \xf0\x9f\x98\xad\xf0\x9f\x98\xad'";0;0;0;0;0;0;0;0;0;0;0;0;light rail transit  allah barel ada barang diduga bom merinding asli  allah takut mana tadi sempat mau beli dimsum tidak terbayang kalau sampai kejadian
USER Dimaklumin aja, namanya juga KAMPRET, semua serba terbalik, hidupnya juga terbalik, menggelantung. Wajar kalau segala pemikirannya juga terbalik, kepalapun bau pesing karena kencingpun harus terbalik pula membasahi kepalanya. Pesing tak selalu;1;1;0;1;0;0;0;0;1;0;1;0;pengguna dimaklumi saja namanya also kampret semua serba terbalik hidupnya also terbalik menggelantung wajar kalau segala pemikirannya also terbalik kepalapun bau pesing karena kencingpun harus terbalik pula membasahi kepalanya pesing tidak selalu
RT USER: Hoax adalah ari ari politik pak jokowi Kebohongan sama dengan hoax hoax adalah kita wakwaww;1;0;1;0;0;0;0;0;1;1;0;0;rt pengguna hoaks adalah ari ari politik pak jokowi kebohongan sama dengan hoaks hoaks adalah kitd 
"#Indonesia is mourning the #death of #SalahuddinWahid, a prominent #Muslim cleric, #lawmaker and #democracy fighter.
Read more...  http://ow.ly/bEfB50ybCckÃÂ 
 USER  USER  USER";0;0;0;0;0;0;0;0;0;0;0;0;indonesia adalah meratapi kematian salahuddinwahid  menonjol muslim ulama anggota parlemen dan demokrasi tempur baca lebih user friendly pengguna
"USER Temen gue ada yg errr gue ga tau dia psiko apa engga tpi dia pernah ada laba"" lewat teros diinjek teros di makan\n\nEh sarap sih itu namanya'";0;1;0;0;0;0;0;0;0;0;0;0;pengguna teman aku ada  errr aku tidak tau dia psiko apa tidak tetapi dia pernah ada agro lewat terus diinjak terus di makan  sarap  itu namanya
lewat kamar kamu liat kamu elusin memek/ heh ngapain itu tangannya? -barom fc';0;1;0;0;0;0;0;0;0;0;0;0;lewat kamar kamu lihat kamu elusi memek ia apa itu tangannya barom bercinta
"You're so handsome, but short. Wkwkkw.
#2019GantiPresiden";0;1;0;0;0;0;0;0;0;0;0;0;anda kembali begitu tampan tapi pendek  presiden ganti
"Masak bikin Riwayat kturunan ga bs! ; Sy umumkan darah sy; ; Ibu sy; Eci Diaman Tuti binti K.H Ahmad Yasadipura; Istri kakek saya R.A Karlina; ; Bapak sy; Indra Wijaya bin S.R.M (Sutan Rangkayo Mulia) H. Zaenal Arifin ; Istri kakek saya Hj Nurdiana; ; Cate";0;0;0;0;0;0;0;0;0;0;0;0;masak buat riwayat keturunan tidak can aku umumkan darah aku ibu aku eci diaman tuti binti k h ahmad yasa adipura istri kakek saya r a karlina bapak aku indra wijaya bin si r sama sutan rangkayo mulia h zaenal arifin istri kakek saya hj nurdiana cate
USER Dimanfaatkan utk politik rezim...';0;0;0;0;0;0;0;0;0;0;0;0;pengguna dimanfaatkan untuk review politik rezim
Menurut kalian say enakan jilmek memek mulus apa memek yang lebat bulunya yang bikin sensasi?';0;1;0;0;0;0;0;0;0;0;0;0; menurut kalian mengatakan enakan jilat memek memek mulus apa memek  lebat bulunya  buat sensasi
USER \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 bencong idiot it kl yg ga berani pk akun asli buat sebar hoax dan fitnah, nah skrng cb liat aja akun lu cong \xf0\x9f\x98\x82\xf0\x9f\x98\x82';1;1;1;0;0;0;1;1;0;1;0;0;pengguna bencong bodoh itu kalau  tidak berani pak akun asli buat sebar hoaks dan fitnah  sekarang coba lihat saja akun kamu cong
"Thin, but big liar  USER
#IncumbentInProblems
Ã°ÂÂÂ®Ã°ÂÂÂ©Ã°ÂÂÂ®Ã°ÂÂÂ©
#KpuJanganCurang
#SaveOurDemocracy https://twitter.com/Jhon_Khaneddy/status/1119441423823097856ÃÂ Ã¢ÂÂ¦";1;0;1;0;0;0;0;0;1;1;0;0;tipis tapi gede pembohong pengguna incumbent dalam masalah komisi pemilihan umum jangan curang menyimpan demokrasi kita
USER Waduh, adminnya ga ada dukungan teknis dr ahli ekonomi partai ya. Akun resmi partai harus dimanfaatkan utk komunikasikan pesan yg berarti dan mendidik, paling tidak utk anggota dan simpatisannya.;0;0;0;0;0;0;0;0;0;0;0;0;pengguna  adminnya tidak ada dukungan teknis dari ahli ekonomi partai  akun resmi partai harus dimanfaatkan untuk review komunikasikan pesan  berarti dan mendidik pagar tidak untuk review anggota dan simpatisannya
For fuck sake mcdonalds's breakfast should be up for 24 hours, those damn muffins;0;1;0;0;0;0;0;0;0;0;0;0;untuk mcdonalds demi bercinta sarapan harus untuk jam muffin sialan
RT USER kalau jokowi ga bs diingatkan... mundur aja jendral.. bantai doi th 2019 lewat pemilihan presiden;1;0;1;0;0;0;0;0;1;0;0;1;rt pengguna kalau jokowi tidak can diingatkan mundur saja jenderal bantai dia tahun lewat pemilihan presiden
"If you feel it was unfair, it's your right. Walk out because you were so angry? up to you. But  if your short temper and damaging the facility & refused say sorry, it's rude. That's not what sport is.
#shameonyoualjufferi
#shameonyoumalaysia
#shameonyoumalingsia
#AsianGames2018";0;0;0;0;0;0;0;0;0;0;0;0;jika anda merasa itu tidak adil itu anda berjalan keluar karena anda begitu marah hingga anda tetapi jika marah pendek dan merusak fasilitas menolak mengatakan maaf itu kasar  tidak apa olahraga adalah malu pada anda aljufferi malu pada anda malaysia malu pada anda malaysia asian games 
"Agama adalah energi, disatu sisi ia bisa konstruktif, dan disisi satu lain agama bisa merusak; yang demikian bukanlah agama yang bermasalah, namun orang-orang yang berbicara atas nama Agama, itulah Masalahnya.; ; - Syaikh Abdullah Bin Bayyah";0;0;0;0;0;0;0;0;0;0;0;0;agama adalah energi disatu sisi besarbesaran can konstruktif dan di sisi satu lain agama can merusak  bukanlah demikian agama  bermasalah namun orangutan orangutan  berbicara atas nama agama itulah masalahnya syaikh abdallah bin bayyah
"USER ada nama panggilanya ""yasuko"" entah alesanya apa ya? cuman dulu waktu kecil aku itu gendut,mata nya sipit, yah gitu lahh ~~ #SSemangatpagi'";0;0;0;0;0;0;0;0;0;0;0;0;pengguna ada nama di panggilannya yasuko entah alasannya apa  hanya dulu waktu kecil aku itu gendut mata  sipit  begitu  semangat pagi
USER Tebal banget bentuk memek ya tante';0;1;0;0;0;0;0;0;0;0;0;0;pengguna tebal banget bentuk memek  tante
USER Bacot bae lu ah';1;1;1;0;0;0;0;0;1;1;0;0;pengguna bacot saja kamu 
Siapapun gubernur dan presidennya, rakyatnya, ya kitaÃÂ² juga...;0;0;0;0;0;0;0;0;0;0;0;0;siapapun gubernur dan presidennya rakyatnya  kitd also
RT USER: #RETWEET \nHijab Sangek Pengen Dientot\n\n(Part 2)\n\n#blowjob #kontol #hijab #ngentothijab #sepongkontol \n#sangeberat #san\xe2\x80\xa6';0;1;0;0;0;0;0;0;0;0;0;0;rt pengguna tweet jilbab sange ingin bagian dingentot mahasiswi kontol jilbab ngentot orangutan berhijab sepong kontol sange berat san
USER Karna lu jbjbnya udah siang coba tdi pagi pasti masih pagi yakan? Tolong jangan goblok tang wkwk';0;1;0;0;0;0;0;0;0;0;0;0;pengguna karena kamu bergabung bareng bergabung barengnya sudah siang coba tadi pagi pasti masih pagi iyakan tolong jangan goblok tang 
Presiden USER Keluhkan Minimnya Publikasi Asian Games XVIII #AsianGames2018;0;0;0;0;0;0;0;0;0;0;0;0;presiden pengguna keluhkan minimnya publikasi asian games pertandingan asian 
USER LAHH ITU DN LU BUNDA GEBLEK';1;1;1;0;0;0;0;0;1;1;0;0;pengguna  itu dan kamu bunda geblek
USER USER Tenggelamkan....itu bocah kepalanya korengan yg maha sombong selangit. Nangislaj kau keparat dlm wkt secepatnya';1;1;1;0;0;0;1;0;0;1;0;0;pengguna pengguna tenggelamkan itu bocah kepalanya korengan  maha sombong selangit menangislah kamu keparat hearts waktu secepatnya
USER USER USER USER USER USER USER ngakak bat jancuk wkwk';0;1;0;0;0;0;0;0;0;0;0;0;pengguna pengguna pengguna pengguna pengguna pengguna pengguna mengakak banget jancuk 
vote for yet another rich piece of shit that will absolutely NOT stop with the US imperialist crusade in the middle east and will keep funding saudi arabia and israel to genocide the yemeni and the palestinians? nah fam im good;0;1;0;0;0;0;0;0;0;0;0;0;memilih untuk belum sepotong kaya lain omong kosong itu benar benar tidak akan menghentikan dengan  kita imperialis perang salib di tengah timur dan akan terus mendanai saudi arabia dan israel ke genosida yaman dan palestina  fam saya baik
USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER Lah emang sekarang presiden nya prabowo ,tolol boleh goblok kurangi ,';1;1;1;0;0;0;0;0;1;1;0;0;pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna  memang sekarang presiden  prabowo tolol boleh goblok kurangi
Fuck bitch anjing bangsat tolol bego tai stupid  https://twitter.com/answertheseq/status/616090879309189121ÃÂÃÂ ÃÂ¢Ã¢ÂÂ¬ÃÂ¦,,,,;0;1;0;0;0;0;0;0;0;0;0;0;bercinta jalang anjing bangsat tolol bego tai bodoh
Fuck i love this.. My sperm close more;0;1;0;0;0;0;0;0;0;0;0;0;apaan i love this sperma saya dekat lebih
"#TolakPerpresTKA; #TolakPerpresTKA; #2019GantiPresiden; #2019PresidenBaru; ; Hai mahasiswa Indonesia, nih ada hadiah lipstik dan kolor untuk kalian dari seorang kakek tukang beca";1;0;0;1;0;0;0;0;1;0;1;0;tolak peraturan presiden tenaga kerja asing tolak peraturan presiden tenaga kerja asing ganti presiden presiden baru  mahasiswa indonesia nih ada hadiah lipstik dan kolor untuk review kalian dari seorang kakek tukang becak
"Make Our Country Great Again.

#2019GantiPresiden  pic.twitter.com/mimKxf1EqD";0;0;0;0;0;0;0;0;0;0;0;0;membuat negara kita  besar lagi ganti presiden
